,date,reviewNo,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,employeeType,location,recommend,outlook,ceo,helpful
35,"Nov 3, 2019",empReview_30169807,3.0,-1,-1,-1,-1,-1,Former Employee - Student Worker,None,None,None,None,None
36,"Oct 19, 2019",empReview_29900049,4.0,-1,-1,-1,-1,-1,Former Employee - Crew Member,None,None,None,None,None
37,"Nov 2, 2019",empReview_30152166,3.0,4.0,5.0,5.0,3.0,4.0,Former Employee - Crew Member,"Philadelphia, PA",5,2.5,2.5,None
38,"Nov 2, 2019",empReview_30153873,3.0,-1,-1,-1,-1,-1,Former Employee - Crew,None,None,None,None,None
39,"Oct 18, 2019",empReview_29884748,5.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
40,"Oct 18, 2019",empReview_29884748,5.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
41,"Oct 31, 2019",empReview_30135148,3.0,-1,-1,-1,-1,-1,,None,None,5,2.5,None
42,"Nov 1, 2019",empReview_30136401,3.0,3.0,1.0,4.0,1.0,2.0,Former Employee - Cashier and Crew Member,"Boston, MA",None,None,None,None
43,"Nov 1, 2019",empReview_30139875,3.0,-1,-1,-1,-1,-1,Former Employee - Crew,None,None,None,None,None
44,"Nov 1, 2019",empReview_30142741,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Cook,"Cape Girardeau, MO",5,5,2.5,None
45,"Nov 1, 2019",empReview_30146730,3.0,-1,-1,-1,-1,-1,Former Employee - Cashier and Crew Member,None,None,None,None,None
46,"Nov 1, 2019",empReview_30148484,3.0,-1,-1,-1,-1,-1,Former Employee - Crew Member,None,None,None,None,None
47,"Nov 1, 2019",empReview_30148875,3.0,3.0,3.0,3.0,3.0,3.0,Current Employee - Guest Services Department Manager,"Port Saint Lucie, FL",0,2.5,2.5,None
48,"Oct 17, 2019",empReview_29875415,5.0,-1,-1,-1,-1,-1,Former Employee - Food Service Worker,"Greensburg, PA",5,None,None,None
49,"Nov 1, 2019",empReview_30142700,2.0,1.0,1.0,4.0,1.0,1.0,Former Employee - Crew Member,"Norfolk, VA",0,0,2.5,None
50,"Nov 1, 2019",empReview_30147110,2.0,-1,-1,-1,-1,-1,,None,None,None,None,None
51,"Oct 16, 2019",empReview_29858072,4.0,5.0,1.0,3.0,1.0,2.0,Current Employee - Crew Member,None,None,None,None,None
52,"Oct 17, 2019",empReview_29866254,4.0,5.0,4.0,5.0,3.0,3.0,Current Employee - McDonalds Crew Trainer,None,None,None,None,None
53,"Oct 31, 2019",empReview_30125017,3.0,-1,-1,-1,-1,-1,Former Employee - Cashier,"Louisville, KY",None,None,None,None
54,"Oct 15, 2019",empReview_29830572,5.0,5.0,5.0,5.0,1.0,5.0,Current Employee - Crew Leader/Trainer,"Houston, TX",5,2.5,2.5,None
55,"Oct 16, 2019",empReview_29851587,5.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
56,"Oct 16, 2019",empReview_29852396,5.0,4.0,4.0,4.0,4.0,4.0,Current Employee - Cashier,"Boston, MA",5,5,5,None
57,"Oct 30, 2019",empReview_30103208,3.0,4.0,3.0,3.0,1.0,3.0,Former Employee - Line Cook,None,0,2.5,2.5,None
58,"Oct 30, 2019",empReview_30108908,3.0,-1,-1,-1,-1,-1,,None,None,None,None,None
59,"Oct 30, 2019",empReview_30109999,3.0,4.0,3.0,3.0,3.0,3.0,Former Employee - Crew Member,None,0,5,2.5,None
60,"Oct 15, 2019",empReview_29812707,5.0,3.0,4.0,3.0,3.0,5.0,Former Employee - Cook,None,5,2.5,5,None
61,"Oct 29, 2019",empReview_30091151,2.0,3.0,2.0,4.0,1.0,2.0,Former Employee - Certified Swing Manager,None,None,None,None,None
62,"Oct 30, 2019",empReview_30109245,2.0,3.0,3.0,3.0,4.0,2.0,Former Employee - Crew Member,"Skokie, IL",0,2.5,2.5,None
63,"Oct 15, 2019",empReview_29830186,4.0,-1,-1,-1,-1,-1,Former Employee - Team Member,None,None,None,None,None
64,"Oct 15, 2019",empReview_29830186,4.0,-1,-1,-1,-1,-1,Former Employee - Team Member,None,None,None,None,None
65,"Oct 14, 2019",empReview_29795355,5.0,-1,-1,-1,-1,-1,Former Employee - Burger Flipper,None,None,None,None,None
66,"Oct 28, 2019",empReview_30069083,2.0,2.0,1.0,2.0,1.0,1.0,Current Employee - Anonymous Employee,"Waite Park, MN",0,2.5,0,None
67,"Oct 13, 2019",empReview_29785984,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Representative,None,None,None,None,None
68,"Oct 28, 2019",empReview_30056346,3.0,2.0,2.0,2.0,4.0,2.0,Former Employee - Anonymous Employee,None,None,None,None,None
69,"Oct 13, 2019",empReview_29780898,5.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
70,"Oct 13, 2019",empReview_29781900,5.0,3.0,5.0,5.0,3.0,3.0,Current Employee - Crew Member,"Muscatine, IA",5,2.5,2.5,None
71,"Oct 28, 2019",empReview_30051945,2.0,2.0,2.0,2.0,2.0,1.0,Former Employee - Anonymous Employee,"Paris, TN",5,5,5,None
72,"Oct 28, 2019",empReview_30059418,2.0,3.0,3.0,4.0,2.0,2.0,Former Employee - Anonymous Employee,"Pablo, MT",0,2.5,2.5,None
73,"Oct 26, 2019",empReview_30038127,3.0,3.0,2.0,2.0,2.0,2.0,Current Employee - Anonymous Employee,"Henderson, KY",0,0,0,None
74,"Oct 27, 2019",empReview_30046618,3.0,3.0,3.0,3.0,3.0,3.0,,None,5,5,5,None
75,"Oct 12, 2019",empReview_29771489,5.0,4.0,4.0,4.0,3.0,3.0,Current Employee - McDonalds Crew Trainer,"Aguada, PR",5,5,5,None
76,"Oct 11, 2019",empReview_29757865,5.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
77,"Oct 11, 2019",empReview_29751306,4.0,4.0,3.0,3.0,4.0,2.0,Former Employee - Crew Member,None,None,None,None,None
78,"Oct 11, 2019",empReview_29753983,4.0,3.0,4.0,2.0,2.0,4.0,Former Employee - Cook,"Bentonville, AR",5,2.5,2.5,None
79,"Oct 11, 2019",empReview_29755787,4.0,5.0,3.0,3.0,5.0,1.0,Former Employee - Manager,"Montague, NJ",None,None,None,None
80,"Oct 10, 2019",empReview_29724312,4.0,4.0,4.0,4.0,3.0,3.0,Current Employee - Business Analyst,"Athens, TN",None,None,5,None
81,"Oct 24, 2019",empReview_29998971,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate/Cashier,None,None,None,None,None
82,"Oct 8, 2019",empReview_29697470,5.0,-1,-1,-1,-1,-1,Former Employee - Fryer,None,None,None,None,None
83,"Oct 9, 2019",empReview_29704757,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - McDonalds Cashier,None,5,5,5,None
84,"Oct 9, 2019",empReview_29712987,5.0,2.0,5.0,5.0,5.0,5.0,Current Employee - Crew Member,"Lexington-Fayette, KY",5,5,5,None
85,"Oct 23, 2019",empReview_29977214,2.0,3.0,2.0,2.0,3.0,2.0,Current Employee - Crew Member,"Salem, VA",0,2.5,2.5,None
86,"Oct 23, 2019",empReview_29983047,2.0,5.0,5.0,2.0,5.0,5.0,Former Employee - Cashier,"Albuquerque, NM",5,5,5,None
87,"Oct 8, 2019",empReview_29692630,4.0,-1,-1,-1,-1,-1,Former Employee - Student Worker,None,None,None,None,None
88,"Oct 23, 2019",empReview_29983047,2.0,5.0,5.0,2.0,5.0,5.0,Former Employee - Cashier,"Albuquerque, NM",5,5,5,None
89,"Oct 21, 2019",empReview_29944071,3.0,4.0,2.0,3.0,3.0,2.0,Current Employee - Crew Member,"Canton, OH",5,2.5,0,None
90,"Oct 21, 2019",empReview_29944279,3.0,1.0,3.0,3.0,3.0,2.0,Current Employee - Shift Manager,None,0,0,2.5,None
91,"Oct 6, 2019",empReview_29650866,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Cashier,None,5,0,None,None
92,"Oct 6, 2019",empReview_29652053,5.0,-1,-1,-1,-1,-1,Current Employee - Server,None,None,None,None,None
93,"Oct 21, 2019",empReview_29924310,3.0,3.0,1.0,5.0,5.0,1.0,Former Employee - Crew Member,None,None,None,None,None
94,"Oct 21, 2019",empReview_29938315,3.0,3.0,4.0,5.0,2.0,2.0,Former Employee - Crew Member/Grill Cook,None,None,None,None,None
95,"Oct 21, 2019",empReview_29942227,3.0,-1,-1,-1,-1,-1,Current Employee - Consultant,None,None,None,None,None
96,"Oct 6, 2019",empReview_29647850,5.0,-1,-1,-1,-1,-1,Current Employee - Cashier,None,None,None,None,None
97,"Oct 6, 2019",empReview_29646421,4.0,5.0,5.0,4.0,5.0,5.0,Former Employee - Grill Cook,"Houston, TX",5,5,5,None
98,"Oct 20, 2019",empReview_29910691,3.0,3.0,1.0,1.0,2.0,1.0,Former Employee - Administrative Assistant,"New York, NY",0,5,None,None
99,"Oct 20, 2019",empReview_29911807,3.0,4.0,4.0,4.0,4.0,3.0,Former Employee - McDonalds Crew Trainer,None,None,None,2.5,None
100,"Oct 20, 2019",empReview_29917937,3.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
101,"Oct 18, 2019",empReview_29899062,3.0,1.0,1.0,5.0,2.0,-1,Current Employee - Crew Member,"Williamstown, NJ",0,2.5,2.5,None
102,"Oct 3, 2019",empReview_29610844,5.0,-1,-1,-1,-1,-1,Current Employee - Mcdonalds Crew Member,None,None,None,None,None
103,"Oct 4, 2019",empReview_29618161,5.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
104,"Oct 19, 2019",empReview_29907511,2.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Server,"Tampa, FL",5,5,2.5,None
105,"Oct 3, 2019",empReview_29594260,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Cashier,"Clute, TX",5,5,5,None
106,"Oct 17, 2019",empReview_29880787,2.0,2.0,3.0,2.0,1.0,2.0,Former Employee - Cashier,None,None,None,None,None
107,"Oct 2, 2019",empReview_29588731,4.0,3.0,3.0,4.0,3.0,3.0,Former Employee - Crew Member,None,5,5,None,None
108,"Oct 3, 2019",empReview_29603401,4.0,3.0,4.0,3.0,2.0,4.0,Current Employee - Cashier,None,5,5,2.5,None
109,"Oct 16, 2019",empReview_29858696,3.0,3.0,2.0,5.0,1.0,3.0,Former Employee - Mcdonalds Shift Manager,"Fontana, CA",5,2.5,2.5,None
110,"Oct 17, 2019",empReview_29872373,3.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
111,"Oct 17, 2019",empReview_29875754,3.0,-1,-1,3.0,-1,-1,Current Employee - Cleaner,"San Marcos, CA",None,None,None,None
112,"Oct 17, 2019",empReview_29877724,3.0,-1,-1,-1,-1,-1,Current Employee - Server,None,None,None,None,None
113,"Oct 2, 2019",empReview_29575575,4.0,4.0,5.0,3.0,3.0,2.0,Current Employee - Manager,"Houston, TX",5,2.5,5,None
114,"Oct 15, 2019",empReview_29831776,3.0,-1,-1,-1,-1,-1,Current Employee - Cashier,None,None,None,None,None
115,"Oct 16, 2019",empReview_29848929,3.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
116,"Oct 16, 2019",empReview_29849514,3.0,3.0,3.0,3.0,3.0,3.0,Current Employee - McDonalds Cashier,"Carmel, NY",5,5,2.5,None
117,"Oct 16, 2019",empReview_29843429,2.0,-1,-1,-1,-1,-1,Former Employee - Crew Trainer,None,None,None,None,None
118,"Oct 16, 2019",empReview_29846999,2.0,3.0,2.0,4.0,4.0,2.0,Former Employee - Crew Member,"Raymore, MO",0,2.5,2.5,None
119,"Oct 16, 2019",empReview_29850135,2.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Crew Member,"Gilbert, AZ",0,None,None,None
120,"Sep 30, 2019",empReview_29543288,4.0,2.0,3.0,3.0,2.0,4.0,Current Employee - Certified Swing Manager,"Cincinnati, OH",5,5,2.5,None
121,"Oct 1, 2019",empReview_29558555,4.0,3.0,3.0,3.0,3.0,2.0,Current Employee - Crew Member,"Berlin, CT",5,2.5,2.5,None
122,"Oct 1, 2019",empReview_29562029,4.0,3.0,-1,5.0,1.0,-1,Current Employee - Crew Trainer,None,None,None,None,None
123,"Oct 14, 2019",empReview_29806762,3.0,-1,-1,-1,-1,-1,Current Employee - Crew Member,None,None,None,None,None
124,"Oct 14, 2019",empReview_29808119,3.0,4.0,2.0,3.0,2.0,3.0,Former Employee - Team Lead,"Sioux Falls, SD",5,2.5,2.5,None
125,"Oct 15, 2019",empReview_29821782,3.0,-1,-1,-1,-1,-1,,None,None,None,None,None
126,"Oct 15, 2019",empReview_29823228,3.0,-1,-1,-1,-1,-1,Former Employee - Mcdonalds Fry Cook,None,None,None,None,None
127,"Oct 15, 2019",empReview_29826123,3.0,3.0,-1,3.0,3.0,3.0,Former Employee - Cashier,None,None,None,None,None
128,"Oct 15, 2019",empReview_29829024,3.0,-1,-1,-1,-1,-1,,None,None,None,2.5,None
129,"Oct 15, 2019",empReview_29826494,2.0,3.0,1.0,2.0,2.0,1.0,Former Employee - Greeter,"Laurel, FL",0,2.5,2.5,None
130,"Oct 15, 2019",empReview_29827887,2.0,3.0,3.0,1.0,1.0,3.0,Former Employee - Cashier,"Buena Park, CA",None,None,None,None
131,"Sep 29, 2019",empReview_29521372,4.0,4.0,5.0,4.0,3.0,3.0,Current Employee - Mcdonalds Crew Member,"Schenectady, NY",5,5,5,None
132,"Oct 14, 2019",empReview_29788194,3.0,4.0,4.0,5.0,5.0,2.0,Current Employee - Mcdonalds Crew Member,"Pearl City, HI",0,2.5,5,None
133,"Oct 14, 2019",empReview_29803878,3.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Cashier,None,5,5,None,None
134,"Oct 14, 2019",empReview_29804593,3.0,3.0,3.0,3.0,2.0,2.0,Current Employee - Cashier,"Kansas City, MO",0,2.5,2.5,None
135,"Sep 29, 2019",empReview_29515329,5.0,-1,-1,-1,-1,-1,Former Employee - Mcdonalds Crew Member,None,None,None,None,None
136,"Oct 14, 2019",empReview_29804593,3.0,3.0,3.0,3.0,2.0,2.0,Current Employee - Cashier,"Kansas City, MO",0,2.5,2.5,None
137,"Oct 13, 2019",empReview_29782609,3.0,-1,-1,-1,-1,-1,Former Employee - Mcdonalds Crew Member,None,None,None,None,None
138,"Oct 13, 2019",empReview_29784509,3.0,4.0,3.0,2.0,3.0,3.0,Former Employee - Crew Member,None,0,2.5,2.5,None
139,"Oct 12, 2019",empReview_29774011,2.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Crew Member,"Buffalo, NY",None,None,None,None
140,"Oct 12, 2019",empReview_29774930,2.0,1.0,3.0,2.0,2.0,2.0,Former Employee - Manager,None,None,None,None,None
141,"Sep 26, 2019",empReview_29478063,5.0,5.0,3.0,3.0,5.0,3.0,Former Employee - Fry Cook,"Seattle, WA",5,2.5,0,None
142,"Sep 27, 2019",empReview_29493406,5.0,5.0,5.0,5.0,4.0,4.0,Former Employee - Mcdonalds Crew Member,"Tampa, FL",5,5,5,None
143,"Sep 27, 2019",empReview_29493512,5.0,5.0,5.0,3.0,3.0,5.0,Current Employee - Prep Cook,"Champaign, IL",5,5,5,None
144,"Nov 2, 2019",empReview_30158080,1.0,2.0,2.0,1.0,2.0,1.0,Former Employee - Cashier/Cook,"Raleigh, NC",0,2.5,2.5,None
145,"Sep 27, 2019",empReview_29495633,4.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
146,"Oct 11, 2019",empReview_29753457,3.0,-1,-1,-1,-1,-1,Current Employee - McDonalds General Manager,"Hartford, CT",None,None,None,None
147,"Oct 11, 2019",empReview_29756151,3.0,2.0,4.0,4.0,4.0,3.0,Current Employee - Customer Service,"Temecula, CA",0,2.5,None,None
148,"Oct 11, 2019",empReview_29757366,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Manager In Training,"Oswego, NY",5,5,2.5,None
149,"Sep 26, 2019",empReview_29467725,4.0,-1,-1,-1,-1,-1,Former Employee - Server,None,None,None,None,None
150,"Sep 26, 2019",empReview_29475374,4.0,3.0,5.0,3.0,3.0,4.0,Former Employee - Line Cook,"Richmond, VA",5,2.5,5,None
151,"Oct 9, 2019",empReview_29720143,3.0,-1,-1,-1,-1,-1,Current Employee - Senior Business Analyst,None,None,None,None,None
152,"Oct 9, 2019",empReview_29720995,3.0,-1,-1,-1,-1,-1,Current Employee - Manager,None,0,None,None,None
153,"Oct 10, 2019",empReview_29734877,3.0,3.0,1.0,2.0,1.0,1.0,Former Employee - Crew Member,None,0,0,0,None
154,"Oct 10, 2019",empReview_29741463,3.0,3.0,5.0,3.0,1.0,2.0,Current Employee - Shift Manager,None,5,2.5,2.5,None
155,"Sep 24, 2019",empReview_29428010,5.0,2.0,2.0,3.0,2.0,2.0,Former Employee - Cashier,"Orlando, FL",0,2.5,2.5,None
156,"Sep 24, 2019",empReview_29428354,5.0,5.0,-1,5.0,5.0,5.0,Dishwasher/Helper,"Sicard, LA",None,None,5,None
157,"Oct 31, 2019",empReview_30128300,1.0,3.0,1.0,2.0,1.0,1.0,Current Employee - Crew,"Chicago, IL",0,2.5,2.5,None
158,"Sep 25, 2019",empReview_29438704,4.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
159,"Oct 8, 2019",empReview_29696132,3.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
160,"Oct 9, 2019",empReview_29702255,3.0,1.0,2.0,4.0,3.0,3.0,Current Employee - Department Manager III,None,0,5,2.5,None
161,"Sep 24, 2019",empReview_29423591,5.0,5.0,-1,5.0,5.0,-1,Former Employee - Mcdonalds Crew Member,None,5,None,None,None
162,"Oct 29, 2019",empReview_30092303,1.0,-1,-1,-1,-1,-1,Current Employee - Dishwasher,None,None,None,None,None
163,"Oct 30, 2019",empReview_30109501,1.0,-1,-1,-1,-1,-1,Current Employee - Cook,None,None,None,None,None
164,"Oct 9, 2019",empReview_29705104,2.0,-1,-1,-1,-1,-1,Former Employee - Mcdonalds Crew Member,None,None,None,None,None
165,"Sep 23, 2019",empReview_29406989,4.0,5.0,5.0,4.0,1.0,2.0,Former Employee - Manager,"Houston, TX",5,5,5,None
166,"Sep 24, 2019",empReview_29417210,4.0,4.0,2.0,2.0,3.0,1.0,Former Employee - Service Worker,"Lagrange, GA",0,0,0,None
167,"Sep 24, 2019",empReview_29427682,4.0,-1,-1,-1,-1,-1,Former Employee - Mcdonalds Crew Member,None,None,None,None,None
168,"Sep 24, 2019",empReview_29417210,4.0,4.0,2.0,2.0,3.0,1.0,Former Employee - Service Worker,"Lagrange, GA",0,0,0,None
169,"Oct 7, 2019",empReview_29673631,3.0,3.0,1.0,2.0,2.0,1.0,Former Employee - Crew Member,"Kingsport, TN",0,2.5,0,None
170,"Oct 7, 2019",empReview_29675134,3.0,3.0,4.0,2.0,4.0,3.0,Current Employee - Anonymous Employee,None,0,5,2.5,None
171,"Oct 8, 2019",empReview_29692385,3.0,4.0,3.0,3.0,2.0,2.0,Former Employee - Cashier,"Los Angeles, CA",5,2.5,2.5,None
172,"Oct 28, 2019",empReview_30070262,1.0,2.0,1.0,3.0,1.0,4.0,Former Employee - Anonymous Employee,"Wilkesboro, NC",0,0,None,None
173,"Oct 8, 2019",empReview_29687027,2.0,2.0,2.0,3.0,2.0,2.0,Current Employee - Department Manager,"Tualatin, OR",None,2.5,2.5,None
174,"Sep 23, 2019",empReview_29402342,4.0,-1,-1,-1,-1,-1,Former Employee - Anonymous Employee,None,None,None,None,None
175,"Sep 23, 2019",empReview_29402392,4.0,-1,-1,-1,-1,-1,Current Employee - Manager,None,None,None,None,None
176,"Sep 23, 2019",empReview_29402876,4.0,5.0,4.0,2.0,4.0,4.0,Current Employee - Crew Member,"Martha Lake, WA",None,None,None,None
177,"Oct 6, 2019",empReview_29653509,3.0,3.0,2.0,3.0,2.0,3.0,Former Employee - Manager,"Morristown, TN",None,None,None,None
178,"Oct 7, 2019",empReview_29662055,3.0,4.0,4.0,4.0,4.0,4.0,Former Employee - Worker,"Reno, NV",5,5,5,None
179,"Oct 7, 2019",empReview_29670664,3.0,3.0,2.0,2.0,2.0,2.0,Former Employee - Crew Member,"Mount Pleasant, MI",0,2.5,2.5,None
180,"Sep 22, 2019",empReview_29377883,5.0,3.0,2.0,1.0,2.0,3.0,Current Employee - Burger Flipper,"Houston, TX",None,None,None,None
181,"Oct 28, 2019",empReview_30061002,1.0,1.0,1.0,2.0,3.0,1.0,Former Employee - Anonymous Employee,"Duncan, SC",0,0,2.5,None
182,"Oct 28, 2019",empReview_30066538,1.0,2.0,1.0,1.0,1.0,1.0,Current Employee - Anonymous Employee,None,None,0,2.5,None
183,"Oct 7, 2019",empReview_29670520,2.0,3.0,1.0,2.0,2.0,2.0,Current Employee - Cashier/Food Service Worker,"Pittsburgh, PA",0,0,2.5,None
184,"Sep 22, 2019",empReview_29381897,4.0,-1,-1,-1,-1,-1,Current Employee - Food Server,None,None,None,None,None
185,"Oct 27, 2019",empReview_30042419,1.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Anonymous Employee,None,5,2.5,5,None
186,"Oct 27, 2019",empReview_30042529,1.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Anonymous Employee,None,0,0,0,None
187,"Sep 21, 2019",empReview_29367634,4.0,2.0,4.0,5.0,3.0,2.0,Former Employee - Training Coordinator,"Greensboro, NC",5,5,None,None
188,"Oct 5, 2019",empReview_29637329,3.0,3.0,3.0,3.0,3.0,3.0,Current Employee - Mcdonalds Fry Cook,None,None,None,None,None
189,"Sep 19, 2019",empReview_29339339,5.0,-1,-1,-1,-1,-1,Current Employee - Anonymous Employee,None,None,None,None,None
190,"Sep 19, 2019",empReview_29339934,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Crew Trainer,"Southgate, MI",5,5,5,None
191,"Sep 20, 2019",empReview_29354749,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Cashier,"Phoenix, AZ",5,5,5,None
192,"Oct 26, 2019",empReview_30031537,1.0,1.0,-1,1.0,1.0,-1,Former Employee - Anonymous Employee,None,None,None,None,None
193,"Oct 4, 2019",empReview_29615825,3.0,3.0,-1,5.0,3.0,-1,Former Employee - Crew,None,None,None,None,None
194,"Oct 4, 2019",empReview_29619411,3.0,-1,-1,-1,-1,-1,Current Employee - Crew Member,None,None,None,None,None
195,"Sep 18, 2019",empReview_29318870,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Crew Member,"Joliet, IL",5,5,5,None
196,"Sep 19, 2019",empReview_29335475,5.0,-1,-1,-1,-1,-1,Former Employee - Mcdonalds Crew Member,None,None,None,None,None
