,date,reviewNo,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,employeeType,location,recommend,outlook,ceo,helpful
14,"Oct 4, 2019",empReview_29613573,5.0,5.0,5.0,5.0,4.0,5.0,Current Employee - Production Worker,None,None,None,None,1
15,"Oct 8, 2019",empReview_29692063,4.0,5.0,5.0,5.0,4.0,3.0,Current Employee - Area Manager,"Memphis, TN",Recommends,Positive Outlook,Approves of CEO,None
16,"Oct 5, 2019",empReview_29637369,4.0,2.0,4.0,5.0,5.0,4.0,Former Employee - Business Planner,"Chicago, IL",Recommends,Positive Outlook,Approves of CEO,1
17,"Oct 5, 2019",empReview_29637369,4.0,2.0,4.0,5.0,5.0,4.0,Former Employee - Business Planner,"Chicago, IL",Recommends,Positive Outlook,Approves of CEO,1
18,"Oct 4, 2019",empReview_29625942,4.0,5.0,5.0,1.0,4.0,1.0,Current Employee - Footwear Sales Associate,"Torrance, CA",Recommends,Positive Outlook,Approves of CEO,1
19,"Oct 3, 2019",empReview_29597295,4.0,5.0,5.0,3.0,2.0,4.0,Former Employee - Sales Associate,"Albertville, MN",Recommends,Positive Outlook,Approves of CEO,1
20,"Oct 2, 2019",empReview_29581469,4.0,4.0,4.0,4.0,3.0,3.0,Current Employee - Senior Program Manager,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,1
21,"Oct 2, 2019",empReview_29582463,4.0,4.0,5.0,4.0,4.0,4.0,Current Employee - Director of Analytics,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,1
22,"Oct 1, 2019",empReview_29556352,4.0,3.0,5.0,2.0,1.0,1.0,Former Employee - Retail Sales Associate,"Mercedes, TX",Recommends,Neutral Outlook,None,None
23,"Oct 11, 2019",empReview_29760201,2.0,2.0,1.0,3.0,2.0,2.0,Former Employee - Sales Assistant,"Memphis, TN",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
24,"Sep 25, 2019",empReview_29456037,4.0,3.0,5.0,3.0,2.0,3.0,Former Employee - Anonymous Employee,None,Recommends,Neutral Outlook,No opinion of CEO,None
25,"Sep 25, 2019",empReview_29447584,4.0,2.0,5.0,5.0,5.0,5.0,Former Employee - Retail Sales Associate,None,Recommends,Positive Outlook,Approves of CEO,None
26,"Sep 24, 2019",empReview_29423895,5.0,5.0,5.0,5.0,4.0,5.0,Former Employee - Part Time Sales Associate,"Grapevine, TX",Recommends,Positive Outlook,None,None
27,"Sep 18, 2019",empReview_29313638,4.0,3.0,5.0,3.0,4.0,4.0,Former Employee - Director,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,2
28,"Oct 7, 2019",empReview_29667140,3.0,5.0,4.0,4.0,4.0,2.0,Current Employee - Technology Director,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,None
29,"Sep 21, 2019",empReview_29370229,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Software Engineer,"Beaverton, OR",Recommends,Neutral Outlook,Approves of CEO,None
30,"Sep 19, 2019",empReview_29342153,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Nike Athlete,"East Los Angeles, CA",Recommends,Positive Outlook,Approves of CEO,None
31,"Sep 18, 2019",empReview_29298247,5.0,4.0,5.0,3.0,3.0,4.0,Current Employee - Part Time Athlete,"Atlanta, GA",Recommends,Positive Outlook,Approves of CEO,None
32,"Sep 18, 2019",empReview_29311771,4.0,4.0,4.0,2.0,2.0,2.0,Former Employee - Customer Service,"Santa Monica, CA",Recommends,None,None,None
33,"Sep 12, 2019",empReview_29189041,4.0,4.0,5.0,4.0,4.0,3.0,Current Employee - Program Manager,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,2
34,"Oct 1, 2019",empReview_29557965,3.0,3.0,2.0,2.0,4.0,2.0,Former Employee - Athlete,"Kansas City, KS",None,None,None,None
35,"Sep 16, 2019",empReview_29250017,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Sales Athlete,"Lebanon, TN",Recommends,Positive Outlook,Approves of CEO,None
36,"Sep 15, 2019",empReview_29244408,4.0,-1,-1,-1,-1,-1,Current Employee - Nike Athlete,None,None,None,None,None
37,"Sep 15, 2019",empReview_29235376,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Sales Associate,"Sunrise, FL",None,None,None,None
38,"Sep 29, 2019",empReview_29516480,3.0,2.0,3.0,2.0,2.0,1.0,Former Employee - Nike Athlete,None,Recommends,Neutral Outlook,No opinion of CEO,None
39,"Sep 13, 2019",empReview_29208817,4.0,3.0,5.0,5.0,5.0,1.0,Former Employee - Anonymous Employee,None,Recommends,Neutral Outlook,No opinion of CEO,None
40,"Sep 8, 2019",empReview_29104743,5.0,4.0,5.0,5.0,4.0,5.0,Former Employee - Sales Associate,"Paramus, NJ",Recommends,Neutral Outlook,Approves of CEO,1
41,"Sep 25, 2019",empReview_29456086,2.0,-1,-1,-1,-1,-1,Former Employee - Apparel Sales Associate,None,None,None,None,None
42,"Sep 24, 2019",empReview_29421727,2.0,-1,5.0,1.0,5.0,1.0,Former Employee - Sales Associate,"Detroit, MI",Recommends,Positive Outlook,Approves of CEO,None
43,"Sep 8, 2019",empReview_29102572,4.0,-1,-1,-1,-1,-1,Former Employee - Analyst,None,None,None,None,None
44,"Sep 23, 2019",empReview_29399821,3.0,4.0,4.0,4.0,3.0,3.0,Former Employee - Sales Associate,"San Clemente, CA",Recommends,Neutral Outlook,No opinion of CEO,None
45,"Sep 21, 2019",empReview_29365049,3.0,-1,-1,-1,-1,-1,,None,None,None,No opinion of CEO,None
46,"Sep 5, 2019",empReview_29060198,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Accounting Administrative Assistant,None,Recommends,Positive Outlook,None,None
47,"Sep 19, 2019",empReview_29338983,3.0,3.0,3.0,2.0,3.0,2.0,Former Employee - Cashier,"Orlando, FL",Recommends,Neutral Outlook,No opinion of CEO,None
48,"Sep 4, 2019",empReview_29036285,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Materials Engineer,None,Recommends,Positive Outlook,Approves of CEO,None
49,"Sep 5, 2019",empReview_29039249,4.0,-1,-1,-1,-1,-1,Former Employee - Athlete,None,None,None,None,None
50,"Aug 28, 2019",empReview_28896946,5.0,4.0,5.0,5.0,2.0,5.0,Current Employee - Manager,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,1
51,"Aug 27, 2019",empReview_28874902,5.0,5.0,5.0,3.0,5.0,4.0,Former Employee - Product Specialist,"Dallas, TX",Recommends,Positive Outlook,Approves of CEO,1
52,"Aug 30, 2019",empReview_28948998,5.0,4.0,5.0,3.0,4.0,3.0,Current Employee - Nike Athlete,None,None,None,None,None
53,"Sep 13, 2019",empReview_29210330,3.0,2.0,5.0,3.0,4.0,1.0,Former Employee - Seasonal Athlete,"Golden, CO",Recommends,Positive Outlook,Approves of CEO,None
54,"Aug 28, 2019",empReview_28909118,5.0,5.0,4.0,4.0,5.0,3.0,Current Employee - Senior Software Engineer,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,None
55,"Aug 29, 2019",empReview_28921948,5.0,5.0,4.0,4.0,3.0,4.0,Former Employee - Sales Floor Team Member,"Buford, GA",Recommends,Positive Outlook,Approves of CEO,None
56,"Aug 26, 2019",empReview_28853228,5.0,5.0,5.0,5.0,5.0,3.0,Current Employee - Director,"Portland, OR",Recommends,Positive Outlook,Approves of CEO,None
57,"Aug 22, 2019",empReview_28782952,5.0,5.0,5.0,5.0,4.0,5.0,Former Employee - Back of House Athlete,None,Recommends,Positive Outlook,Approves of CEO,None
58,"Aug 21, 2019",empReview_28771660,4.0,4.0,5.0,3.0,3.0,3.0,Former Employee - Seasonal Sales Associate,"Pleasant Prairie, WI",None,None,None,None
59,"Aug 22, 2019",empReview_28784564,4.0,3.0,5.0,3.0,5.0,4.0,Former Employee - Nike Athlete,"Primm, NV",Recommends,Neutral Outlook,No opinion of CEO,None
60,"Aug 20, 2019",empReview_28749556,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Anonymous Employee,None,Recommends,Positive Outlook,No opinion of CEO,None
61,"Aug 20, 2019",empReview_28732668,4.0,2.0,4.0,3.0,2.0,2.0,Current Employee - Athlete/Women's Stylist,None,Doesn't Recommend,Positive Outlook,No opinion of CEO,None
62,"Sep 3, 2019",empReview_29005848,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Plastic Component Operator - Manufacturing,"Beaverton, OR",Doesn't Recommend,Positive Outlook,No opinion of CEO,None
63,"Aug 18, 2019",empReview_28701005,5.0,-1,-1,5.0,-1,-1,Current Employee - Team Member,None,Recommends,None,None,None
64,"Aug 14, 2019",empReview_28640801,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Nike Athlete,None,Recommends,Positive Outlook,Approves of CEO,1
65,"Aug 15, 2019",empReview_28660784,5.0,-1,-1,-1,-1,-1,Former Employee - Athlete,None,None,None,None,None
66,"Aug 27, 2019",empReview_28882747,3.0,-1,-1,-1,-1,-1,Current Employee - Footwear Sales Associate,None,None,None,None,None
67,"Aug 13, 2019",empReview_28597483,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Sales Associate,"Deer Park, NY",None,None,None,None
68,"Aug 28, 2019",empReview_28895628,2.0,2.0,2.0,4.0,4.0,4.0,Current Employee - Clerk,None,None,None,None,None
69,"Aug 9, 2019",empReview_28546609,5.0,-1,-1,-1,-1,-1,Current Employee - Materials Manager,None,None,None,None,None
70,"Aug 9, 2019",empReview_28532814,5.0,4.0,5.0,3.0,3.0,3.0,Current Employee - Part Time Athlete,None,Recommends,Positive Outlook,Approves of CEO,None
71,"Aug 7, 2019",empReview_28499289,5.0,-1,-1,-1,-1,-1,Former Employee - Anonymous Employee,None,None,None,None,None
72,"Aug 7, 2019",empReview_28494128,4.0,2.0,2.0,4.0,4.0,1.0,Current Employee - Product Development Manager,None,Recommends,Positive Outlook,Approves of CEO,None
73,"Aug 7, 2019",empReview_28495110,4.0,2.0,3.0,3.0,2.0,3.0,Former Employee - Sales Associate,"Edinburgh, IN",None,None,None,None
74,"Aug 19, 2019",empReview_28715873,3.0,5.0,5.0,3.0,4.0,3.0,Current Employee - Nike Athlete,"Memphis, TN",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
75,"Jul 30, 2019",empReview_28346160,4.0,-1,-1,-1,-1,-1,Current Employee - Lead Software Engineer,"Beaverton, OR",None,None,None,None
76,"Aug 12, 2019",empReview_28584494,3.0,3.0,2.0,4.0,4.0,1.0,Former Employee - Assistant Head Coach,"Centralia, WA",None,None,None,1
77,"Aug 13, 2019",empReview_28614686,3.0,3.0,3.0,4.0,3.0,1.0,Former Employee - Athlete,"Bloomington, MN",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
78,"Aug 12, 2019",empReview_28592150,3.0,3.0,4.0,3.0,3.0,1.0,Former Employee - Retail Sales Associate,"Boston, MA",Doesn't Recommend,Neutral Outlook,Approves of CEO,None
79,"Aug 8, 2019",empReview_28527660,2.0,2.0,1.0,1.0,1.0,2.0,Former Employee - Plastic Components Operator II,"Beaverton, OR",Doesn't Recommend,Neutral Outlook,No opinion of CEO,1
80,"Jul 24, 2019",empReview_28230078,5.0,-1,-1,-1,-1,-1,Former Employee - Cashier,None,None,None,None,None
81,"Jul 25, 2019",empReview_28231143,5.0,5.0,5.0,4.0,4.0,3.0,Current Employee - Senior Mobile Developer,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,None
82,"Aug 6, 2019",empReview_28457868,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,"Queenstown, MD",None,None,None,1
83,"Jul 24, 2019",empReview_28223685,4.0,4.0,4.0,4.0,4.0,3.0,Current Employee - Product Line Manager,"Portland, OR",Recommends,Positive Outlook,Approves of CEO,None
84,"Jul 24, 2019",empReview_28224261,4.0,3.0,5.0,3.0,5.0,1.0,Former Employee - Visual Merchandising Team Leader,"New York, NY",Recommends,Neutral Outlook,No opinion of CEO,None
85,"Aug 5, 2019",empReview_28441899,3.0,-1,-1,-1,-1,-1,Former Employee - Shipping,None,None,None,None,1
86,"Jul 19, 2019",empReview_28113184,5.0,3.0,5.0,5.0,4.0,4.0,Former Employee - Creative Director,"Portland, OR",Recommends,Positive Outlook,Approves of CEO,1
87,"Jul 22, 2019",empReview_28167965,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Nike Athlete,"Orange, CA",Recommends,Positive Outlook,Approves of CEO,None
88,"Aug 27, 2019",empReview_28871477,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - App & Devices,"Phoenix, AZ",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
89,"Aug 4, 2019",empReview_28435040,3.0,3.0,4.0,4.0,4.0,4.0,Current Employee - Accounts Receivable Specialist,"Portland, OR",Recommends,Positive Outlook,Approves of CEO,None
90,"Jul 18, 2019",empReview_28107018,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associaate,"Atlanta, GA",None,None,None,None
91,"Jul 18, 2019",empReview_28110390,4.0,3.0,5.0,4.0,3.0,4.0,Former Employee - Sales Associate,None,Recommends,Positive Outlook,Approves of CEO,None
92,"Jul 19, 2019",empReview_28117367,4.0,-1,-1,-1,-1,-1,Current Employee - Assistant Head Coach,None,None,None,None,None
93,"Jul 19, 2019",empReview_28125537,4.0,-1,-1,-1,-1,-1,Former Employee - Score Keeper,None,None,None,None,None
94,"Jul 17, 2019",empReview_28077297,5.0,-1,-1,-1,-1,-1,Former Employee - Seasonal Sales Associate,None,None,None,None,None
95,"Aug 1, 2019",empReview_28375412,2.0,3.0,4.0,3.0,2.0,1.0,Former Employee - Sales Associate,"Sunrise, FL",None,None,None,None
96,"Jul 16, 2019",empReview_28057568,4.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Marketing Manager,"Portland, OR",Recommends,Positive Outlook,Approves of CEO,None
97,"Jul 15, 2019",empReview_28032264,5.0,5.0,5.0,4.0,5.0,4.0,Former Employee - Athlete,"Las Vegas, NV",Recommends,Positive Outlook,No opinion of CEO,None
98,"Jul 15, 2019",empReview_28016156,4.0,4.0,4.0,3.0,5.0,4.0,Current Employee - Operations Coach,"Shreveport, LA",Recommends,Positive Outlook,Approves of CEO,None
99,"Jul 16, 2019",empReview_28052562,4.0,3.0,3.0,2.0,2.0,2.0,Former Employee - Apparel Sales Associate,"Des Moines, IA",Recommends,Positive Outlook,No opinion of CEO,None
100,"Jul 15, 2019",empReview_28005971,5.0,5.0,5.0,1.0,3.0,5.0,Current Employee - Sales Associate,"Dallas, TX",Recommends,Positive Outlook,Approves of CEO,None
101,"Jul 14, 2019",empReview_27980968,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Scanner,None,Recommends,Positive Outlook,Approves of CEO,None
102,"Jul 12, 2019",empReview_27967354,5.0,5.0,5.0,1.0,5.0,1.0,Current Employee - Senior BI Developer,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,None
103,"Jul 13, 2019",empReview_27977448,5.0,5.0,5.0,4.0,5.0,4.0,Former Employee - Nike Athlete,"Las Vegas, NV",Recommends,Positive Outlook,None,None
104,"Jul 11, 2019",empReview_27948041,5.0,5.0,5.0,5.0,5.0,4.0,Current Employee - Nike Athlete,"Aurora, IL",Recommends,None,No opinion of CEO,None
105,"Jul 11, 2019",empReview_27943655,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate/Cashier,None,None,None,None,None
106,"Jul 10, 2019",empReview_27920723,4.0,4.0,4.0,3.0,3.0,3.0,,None,Recommends,Neutral Outlook,No opinion of CEO,None
107,"Jul 10, 2019",empReview_27923439,4.0,5.0,4.0,5.0,3.0,4.0,Current Employee - Senior Software Engineer,None,Recommends,Positive Outlook,None,None
108,"Jul 11, 2019",empReview_27936931,4.0,3.0,3.0,4.0,4.0,4.0,Former Employee - Executive Assistant,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,None
109,"Jul 25, 2019",empReview_28236005,3.0,-1,-1,-1,-1,-1,,None,None,None,No opinion of CEO,None
110,"Aug 15, 2019",empReview_28650018,1.0,2.0,1.0,1.0,3.0,1.0,Former Employee - Senior Equipment Engineer III,"Beaverton, OR",Doesn't Recommend,Neutral Outlook,Approves of CEO,None
111,"Jun 27, 2019",empReview_27653890,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Finance Manager,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,3
112,"Jul 7, 2019",empReview_27840467,5.0,-1,-1,-1,-1,-1,Former Employee - Anonymous Employee,None,None,None,None,None
113,"Jul 5, 2019",empReview_27822881,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Senior Software Engineer,None,Recommends,None,Approves of CEO,None
114,"Jul 18, 2019",empReview_28100388,3.0,-1,-1,-1,-1,-1,Current Employee - Anonymous Employee,None,None,None,None,None
115,"Jul 2, 2019",empReview_27752319,4.0,4.0,3.0,3.0,3.0,3.0,Former Employee - Seasonal Sales Associate,"Kansas City, KS",Recommends,None,None,None
116,"Jul 16, 2019",empReview_28050604,3.0,3.0,5.0,2.0,2.0,2.0,Former Employee - Seasonal Athlete,None,Doesn't Recommend,Negative Outlook,None,None
117,"Jun 29, 2019",empReview_27699670,4.0,4.0,4.0,3.0,4.0,4.0,Current Employee - Nike Athlete,"New York, NY",Recommends,Positive Outlook,Approves of CEO,None
118,"Jun 27, 2019",empReview_27655831,5.0,5.0,5.0,4.0,3.0,5.0,Current Employee - Nike Sales Associate,"Chicago, IL",Recommends,Positive Outlook,None,None
119,"Jun 25, 2019",empReview_27604227,5.0,-1,-1,-1,-1,-1,Former Employee - Sales,"The Grove, CA",None,None,None,None
120,"Jun 25, 2019",empReview_27604575,5.0,4.0,5.0,2.0,5.0,5.0,Current Employee - Business Analyst,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,None
121,"Jun 25, 2019",empReview_27601214,4.0,-1,5.0,-1,-1,-1,Former Employee - Sales Athlete,None,Recommends,Neutral Outlook,Approves of CEO,None
122,"Jun 25, 2019",empReview_27598056,4.0,4.0,5.0,3.0,3.0,3.0,Former Employee - Store Associate,"San Marcos, TX",Recommends,Positive Outlook,No opinion of CEO,None
123,"Jul 9, 2019",empReview_27887323,3.0,3.0,4.0,1.0,3.0,3.0,Current Employee - Seasonal Sales Associate,None,None,None,None,None
124,"Jul 9, 2019",empReview_27892741,3.0,4.0,3.0,3.0,3.0,4.0,Current Employee - Sales,None,None,None,None,None
125,"Jul 8, 2019",empReview_27868257,2.0,-1,-1,-1,-1,-1,,None,None,None,No opinion of CEO,None
126,"Jul 5, 2019",empReview_27823464,3.0,5.0,5.0,2.0,3.0,5.0,Former Employee - Sales Associate,"Orlando, FL",Recommends,None,None,None
127,"Jun 20, 2019",empReview_27525736,5.0,4.0,5.0,5.0,4.0,5.0,Former Employee - Nike Athlete,"Chicago, IL",Recommends,Positive Outlook,No opinion of CEO,None
128,"Jun 20, 2019",empReview_27523459,4.0,2.0,5.0,4.0,3.0,4.0,Current Employee - FT Athlete,"Laredo, TX",Recommends,Positive Outlook,No opinion of CEO,None
129,"Jun 21, 2019",empReview_27531598,4.0,3.0,2.0,2.0,2.0,4.0,Current Employee - Nike Athlete,None,None,None,None,None
130,"Jun 20, 2019",empReview_27522174,4.0,4.0,4.0,4.0,4.0,4.0,Former Employee - Temp,"Memphis, TN",Recommends,Positive Outlook,Approves of CEO,None
131,"Jul 4, 2019",empReview_27799447,3.0,2.0,5.0,4.0,5.0,4.0,Current Employee - Sales Associate,"Oakbrook Terrace, IL",Recommends,Neutral Outlook,No opinion of CEO,None
132,"Jun 19, 2019",empReview_27495938,4.0,2.0,4.0,3.0,3.0,2.0,Current Employee - Nike Athlete,"Philadelphia, PA",Recommends,Negative Outlook,Approves of CEO,None
133,"Jun 18, 2019",empReview_27472637,4.0,5.0,4.0,4.0,4.0,4.0,Former Employee - Sales Associate,"Tucson, AZ",Recommends,Neutral Outlook,No opinion of CEO,None
134,"Jun 14, 2019",empReview_27416032,4.0,-1,-1,-1,-1,-1,Current Employee - Athlete,None,Recommends,None,None,None
135,"Jun 12, 2019",empReview_27200617,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Nike Athlete,None,Recommends,Positive Outlook,Approves of CEO,None
136,"Jun 11, 2019",empReview_27180423,4.0,-1,-1,-1,-1,-1,Former Employee - Anonymous Employee,None,None,None,None,None
137,"Jun 23, 2019",empReview_27556526,3.0,2.0,5.0,3.0,2.0,1.0,Current Employee - Material Developer II,"Beaverton, OR",None,Positive Outlook,Approves of CEO,1
138,"Jun 9, 2019",empReview_26559073,4.0,3.0,5.0,3.0,3.0,4.0,Former Employee - Nike Athlete,None,Recommends,None,Approves of CEO,None
139,"Jun 10, 2019",empReview_26567241,4.0,2.0,5.0,3.0,3.0,3.0,Former Employee - Athlete (Store Associate),"Woodburn, OR",Recommends,Neutral Outlook,No opinion of CEO,None
140,"Jun 24, 2019",empReview_27568734,3.0,5.0,3.0,5.0,4.0,3.0,Former Employee - Nike Athlete,"New York, NY",Recommends,Positive Outlook,No opinion of CEO,None
141,"Jun 19, 2019",empReview_27502726,2.0,4.0,3.0,2.0,3.0,2.0,Current Employee - Senior Software Engineer,"Beaverton, OR",Doesn't Recommend,Neutral Outlook,No opinion of CEO,3
142,"Jun 6, 2019",empReview_26520315,4.0,4.0,5.0,4.0,3.0,4.0,Former Employee - Retail Sales Associate,"Woodbridge, VA",Recommends,Neutral Outlook,No opinion of CEO,None
143,"Jun 5, 2019",empReview_26500393,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Nike Athlete,"Eugene, OR",Recommends,Positive Outlook,Approves of CEO,None
144,"Jun 5, 2019",empReview_26492403,4.0,-1,-1,-1,-1,-1,Current Employee - Anonymous Employee,None,None,None,None,None
145,"Jun 3, 2019",empReview_26457791,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
146,"Jun 2, 2019",empReview_26432891,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Sales,"Glouster, OH",Recommends,Positive Outlook,None,None
147,"May 30, 2019",empReview_26400483,5.0,5.0,5.0,4.0,4.0,4.0,Former Employee - Nike Athlete,"San Jose, CA",Recommends,Positive Outlook,Approves of CEO,None
148,"May 30, 2019",empReview_26403947,5.0,2.0,4.0,5.0,5.0,3.0,Former Employee - Nike Athlete,"Fort Lauderdale, FL",None,None,None,None
149,"May 31, 2019",empReview_26412728,4.0,-1,-1,-1,-1,-1,Former Employee - Anonymous Employee,None,None,None,None,None
150,"May 29, 2019",empReview_26375348,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Anonymous Employee,None,Recommends,None,None,None
151,"May 21, 2019",empReview_26250900,4.0,5.0,4.0,2.0,5.0,1.0,Former Employee - Senior App Engineer/Tech Lead,"Beaverton, OR",Recommends,Positive Outlook,No opinion of CEO,3
152,"Jun 11, 2019",empReview_27180191,3.0,3.0,3.0,2.0,5.0,3.0,Former Employee - Associate Teacher,"Beaverton, OR",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
153,"May 26, 2019",empReview_26329581,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Sales Associate,"New Orleans, LA",Recommends,Positive Outlook,Approves of CEO,None
154,"May 23, 2019",empReview_26294793,4.0,4.0,5.0,3.0,4.0,2.0,Current Employee - Senior Financial Analyst,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,None
155,"Jun 4, 2019",empReview_26478911,2.0,2.0,2.0,2.0,3.0,1.0,Current Employee - Anonymous Employee,"Beaverton, OR",Doesn't Recommend,Negative Outlook,No opinion of CEO,1
156,"May 22, 2019",empReview_26267675,4.0,4.0,4.0,5.0,5.0,4.0,Former Employee - Anonymous Employee,None,Recommends,None,No opinion of CEO,None
157,"May 22, 2019",empReview_26269855,4.0,3.0,5.0,5.0,4.0,4.0,Former Employee - Athlete,"Miami, FL",Recommends,None,None,None
158,"May 21, 2019",empReview_26247365,5.0,-1,-1,-1,-1,-1,Former Employee - Nike Athlete,None,None,None,None,None
159,"Jun 5, 2019",empReview_26496756,2.0,2.0,1.0,2.0,2.0,2.0,Former Employee - Athlete/Sales Associate,None,None,None,None,None
160,"May 19, 2019",empReview_26218059,4.0,3.0,2.0,2.0,4.0,1.0,Former Employee - Sales Associate,None,Recommends,Neutral Outlook,No opinion of CEO,None
161,"May 20, 2019",empReview_26232750,4.0,3.0,4.0,3.0,3.0,3.0,Current Employee - Footwear Developer,"Beaverton, OR",Recommends,Positive Outlook,Approves of CEO,None
162,"May 17, 2019",empReview_26190238,4.0,4.0,5.0,4.0,5.0,4.0,Current Employee - Assistant Store Manager,"New York, NY",Recommends,Neutral Outlook,Approves of CEO,None
163,"May 17, 2019",empReview_26194824,4.0,-1,-1,-1,-1,-1,Current Employee - Athlete,"Seattle, WA",None,None,None,None
164,"May 14, 2019",empReview_26145544,4.0,3.0,5.0,1.0,2.0,3.0,Former Employee - Athlete,"San Diego, CA",Recommends,Positive Outlook,None,None
165,"May 13, 2019",empReview_26125263,4.0,3.0,5.0,4.0,3.0,2.0,Former Employee - Part Time Sales Associate,"Sunrise, FL",Recommends,Neutral Outlook,No opinion of CEO,None
166,"May 28, 2019",empReview_26353665,2.0,4.0,4.0,2.0,3.0,2.0,Former Employee - Sales Representative,"Tulalip, WA",Doesn't Recommend,Positive Outlook,No opinion of CEO,None
167,"May 11, 2019",empReview_26096117,4.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Office Manager,"New York, NY",Doesn't Recommend,Negative Outlook,None,None
168,"May 22, 2019",empReview_26272614,3.0,3.0,4.0,2.0,2.0,2.0,Current Employee - Brand Planning and Operations Specialist,None,Recommends,Positive Outlook,Approves of CEO,2
