,date,reviewNo,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,employeeType,location,recommend,outlook,ceo,helpful
45,"Oct 17, 2019",empReview_29873597,5,-1,-1,-1,-1,-1,Current Employee - Technical Support,"Indianapolis, IN",None,None,None,None
46,"Oct 17, 2019",empReview_29870225,4,4,-1,5,5,3,Current Employee - Technical Specialist,None,5,None,None,None
47,"Oct 17, 2019",empReview_29878698,4,5,4,3,5,4,Current Employee - Manager,"Chicago, IL",5,5,5,None
48,"Oct 16, 2019",empReview_29846937,5,-1,-1,-1,-1,-1,Current Employee - Campus Representative,None,None,None,None,None
49,"Oct 16, 2019",empReview_29848943,5,5,5,5,5,5,Current Employee - Campus Representative,None,5,5,5,None
50,"Oct 16, 2019",empReview_29853166,5,4,5,5,5,5,Current Employee - Specialist,"Los Angeles, CA",5,5,5,None
51,"Oct 16, 2019",empReview_29855546,5,-1,-1,-1,-1,-1,,None,None,None,None,None
52,"Oct 16, 2019",empReview_29857253,5,4,5,3,4,3,Former Employee - Product Zone Specialist,"Boston, MA",5,5,5,None
53,"Nov 1, 2019",empReview_30141162,2,3,1,3,4,1,Former Employee - EPM,None,0,2.5,5,None
54,"Oct 14, 2019",empReview_29795451,4,5,5,4,5,5,Current Employee - Technical Specialist,"Chicago, IL",0,2.5,2.5,1
55,"Oct 16, 2019",empReview_29839954,5,5,5,5,5,5,Current Employee - Product Specialist,None,5,None,5,None
56,"Oct 31, 2019",empReview_30120356,2,1,4,3,2,2,,None,None,5,5,None
57,"Oct 11, 2019",empReview_29763941,5,3,5,4,4,5,Current Employee - AppleCare Senior Technical Advisor,"Kansas City, KS",5,5,5,1
58,"Oct 14, 2019",empReview_29801581,5,5,5,5,5,5,Current Employee - Specialist,None,5,None,5,None
59,"Oct 14, 2019",empReview_29808682,5,4,5,4,5,5,Current Employee - Sales Specialist,None,5,5,5,None
60,"Oct 13, 2019",empReview_29786493,5,-1,-1,-1,-1,-1,Former Employee - Genius Administrator,None,None,None,None,None
61,"Oct 27, 2019",empReview_30043553,3,3,5,2,2,1,Former Employee - Anonymous Employee,"Houston, TX",0,2.5,2.5,None
62,"Oct 12, 2019",empReview_29770526,4,3,5,4,5,3,Current Employee - Software Quality Assurance Engineer,"Cupertino, CA",5,5,5,None
63,"Oct 11, 2019",empReview_29761146,5,3,3,2,3,4,,None,5,2.5,2.5,None
64,"Oct 12, 2019",empReview_29768042,5,5,5,3,4,4,Current Employee - Business Expert,None,5,5,5,None
65,"Oct 4, 2019",empReview_29622772,5,3,5,3,3,5,Current Employee - Apple Genius,"New York, NY",5,5,5,2
66,"Oct 25, 2019",empReview_30028528,3,3,4,2,3,1,Current Employee - Anonymous Employee,"Raleigh, NC",5,2.5,2.5,None
67,"Oct 26, 2019",empReview_30032876,3,4,3,3,4,2,Current Employee - Anonymous Employee,"San Francisco, CA",0,0,2.5,None
68,"Oct 10, 2019",empReview_29734109,5,5,5,5,5,5,Former Employee - Financial Analyst,"Cupertino, CA",5,5,5,None
69,"Oct 10, 2019",empReview_29737405,4,5,5,4,3,3,Current Employee - Technical Specialist,None,5,2.5,2.5,None
70,"Oct 11, 2019",empReview_29754539,4,3,3,3,4,3,Current Employee - Technical Expert,"Houston, TX",5,5,5,None
71,"Sep 29, 2019",empReview_29520041,5,4,1,5,5,1,Current Employee - Product Specialist,"Orlando, FL",5,5,0,3
72,"Oct 9, 2019",empReview_29715049,5,4,5,5,3,4,Former Employee - Genius,"New York, NY",5,5,2.5,None
73,"Oct 9, 2019",empReview_29714244,4,2,4,4,4,4,Former Employee - Sales Associate,None,5,2.5,2.5,None
74,"Oct 8, 2019",empReview_29697009,5,-1,-1,-1,-1,-1,Current Employee - Systems Design Engineer,None,None,None,None,None
75,"Oct 8, 2019",empReview_29690118,4,2,5,4,4,3,Former Employee - Technical Support Expert,None,5,2.5,2.5,None
76,"Oct 9, 2019",empReview_29709156,4,5,4,3,2,4,Former Employee - Business Expert,"Seattle, WA",5,5,5,None
77,"Oct 7, 2019",empReview_29670247,5,4,5,5,5,5,Current Employee - Senior Advisor,None,5,5,5,None
78,"Oct 7, 2019",empReview_29674373,5,-1,-1,-1,-1,-1,Former Employee - Software Engineering Manager,"Cupertino, CA",None,None,None,None
79,"Oct 7, 2019",empReview_29671110,4,5,5,5,5,1,Current Employee - Genius Administrator,None,5,None,None,None
80,"Oct 7, 2019",empReview_29672211,4,5,5,5,5,5,Former Employee - Sales Associate,None,5,5,5,None
81,"Oct 7, 2019",empReview_29655972,5,3,5,4,5,5,Current Employee - IS&T,"Elk Grove, CA",5,5,5,None
82,"Oct 21, 2019",empReview_29928910,3,5,4,2,2,2,Former Employee - Specialist,"New York, NY",None,None,None,None
83,"Oct 4, 2019",empReview_29619155,4,5,5,4,5,4,Former Employee - Technical Specialist,"New York, NY",None,None,None,1
84,"Oct 20, 2019",empReview_29918063,2,2,4,2,4,3,Former Employee - Sales Specialist,None,0,None,5,None
85,"Oct 1, 2019",empReview_29557877,5,2,5,4,5,2,Former Employee - Technical Specialist,"Braintree, MA",5,5,5,1
86,"Oct 18, 2019",empReview_29885783,3,1,5,4,5,2,Current Employee - Lead Genius,"Boston, MA",5,2.5,5,1
87,"Oct 19, 2019",empReview_29905614,3,2,4,3,5,1,Former Employee - Technical Specialist,None,5,2.5,5,None
88,"Oct 4, 2019",empReview_29625670,5,5,5,3,4,5,Current Employee - Business Pro,"Buffalo, NY",5,5,5,None
89,"Oct 4, 2019",empReview_29626648,5,5,5,5,5,4,Former Employee - AppleCare Senior Advisor,None,5,5,5,None
90,"Oct 4, 2019",empReview_29619512,5,5,5,5,5,5,Former Employee - Applecare At Home Advisor,None,5,5,2.5,None
91,"Sep 29, 2019",empReview_29516674,5,4,5,5,3,4,Former Employee - Apple Online Support,"Atlanta, GA",5,5,5,1
92,"Oct 3, 2019",empReview_29608134,4,3,5,5,4,4,Former Employee - Photonic Design Engineer,"Cupertino, CA",5,2.5,2.5,None
93,"Oct 4, 2019",empReview_29615196,4,-1,-1,-1,-1,-1,Former Employee - Genius,None,None,None,None,None
94,"Oct 17, 2019",empReview_29870349,3,2,5,3,4,2,Current Employee - Expert,"Chicago, IL",5,5,5,None
95,"Sep 30, 2019",empReview_29536255,4,1,5,1,4,1,Former Employee - Expert,"Boston, MA",5,2.5,5,1
96,"Oct 2, 2019",empReview_29577621,5,5,5,5,5,5,Former Employee - Specialist,"King of Prussia, PA",5,5,5,None
97,"Oct 2, 2019",empReview_29579747,4,4,4,4,3,3,Current Employee - Senior Software Engineer,"Sunnyvale, CA",5,5,5,None
98,"Oct 3, 2019",empReview_29595901,4,3,5,4,4,5,Current Employee - ICT5,"Sunnyvale, CA",5,5,5,None
99,"Oct 1, 2019",empReview_29559237,5,3,5,5,4,5,Current Employee - Tech Specialist,"San Diego, CA",5,5,5,None
100,"Oct 1, 2019",empReview_29564986,4,5,5,-1,5,4,Current Employee - AHA Advisor,None,5,5,None,None
101,"Oct 1, 2019",empReview_29566631,4,4,4,4,4,5,Current Employee - Genius,"Trumbull, CT",5,5,None,None
102,"Sep 29, 2019",empReview_29517133,5,5,5,4,5,4,Former Employee - Technical Expert,"Memphis, TN",5,5,5,None
103,"Sep 30, 2019",empReview_29531547,5,5,5,5,5,5,Current Employee - Apple At Home Advisor,None,5,5,5,None
104,"Sep 29, 2019",empReview_29514783,4,2,4,2,4,3,Former Employee - Technical Support Specialist,"Buffalo, NY",5,5,0,None
105,"Sep 30, 2019",empReview_29529729,4,2,4,3,4,3,Current Employee - Busineess Analyst,None,5,5,5,None
106,"Oct 12, 2019",empReview_29767936,3,5,1,5,5,1,Current Employee - Project Manager,None,5,5,5,1
107,"Sep 28, 2019",empReview_29507238,4,-1,-1,-1,-1,-1,Former Employee - Apple Care Advisor,None,None,None,None,None
108,"Sep 26, 2019",empReview_29472284,5,5,5,5,5,5,,None,0,5,2.5,None
109,"Sep 26, 2019",empReview_29476315,5,-1,-1,-1,-1,-1,,None,None,None,2.5,None
110,"Sep 26, 2019",empReview_29476439,4,4,4,4,4,4,Current Employee - Senior Technical Advisor,"Elk Grove, CA",5,2.5,5,None
111,"Sep 26, 2019",empReview_29477981,4,3,5,3,5,4,Current Employee - Anonymous Employee,None,5,5,2.5,None
112,"Oct 10, 2019",empReview_29742766,3,2,3,4,4,2,Current Employee - Team Manager,None,0,2.5,5,None
113,"Sep 23, 2019",empReview_29404449,4,-1,-1,-1,-1,-1,Former Employee - Data Scientist,None,None,None,None,1
114,"Sep 26, 2019",empReview_29461756,5,5,5,5,5,5,Former Employee - Seller,None,5,2.5,2.5,None
115,"Sep 26, 2019",empReview_29463238,5,4,5,5,4,3,Current Employee - Genius,"Columbus, OH",5,5,2.5,None
116,"Sep 25, 2019",empReview_29446999,4,4,4,4,4,4,Current Employee - Software Engineer,"Cupertino, CA",5,5,5,None
117,"Sep 24, 2019",empReview_29422072,5,4,5,4,4,5,Current Employee - Program Manager,None,5,5,5,None
118,"Sep 24, 2019",empReview_29425488,5,2,4,5,5,1,Former Employee - Technical Expert,None,5,2.5,5,None
119,"Sep 24, 2019",empReview_29429280,5,5,5,5,5,5,Former Employee - Apple Support Advisor,"Atlanta, GA",None,None,None,None
120,"Sep 24, 2019",empReview_29423350,4,-1,-1,-1,-1,-1,Current Employee - Software Developer,None,5,None,5,None
121,"Sep 25, 2019",empReview_29436801,4,4,3,3,4,2,Current Employee - Accountant,"Austin, TX",5,5,5,None
122,"Sep 23, 2019",empReview_29407756,5,5,5,5,5,5,Former Employee - At-home College Advisor,None,5,5,5,None
123,"Sep 23, 2019",empReview_29396987,4,-1,-1,-1,-1,-1,Current Employee - Sales,"New York, NY",5,2.5,5,None
124,"Sep 23, 2019",empReview_29401157,4,5,5,5,5,5,Current Employee - Sales Associate,"New York, NY",5,5,5,None
125,"Sep 23, 2019",empReview_29405104,4,3,5,5,5,4,Former Employee - Software Engineering Manager,"Cupertino, CA",5,5,5,None
126,"Sep 23, 2019",empReview_29408431,4,3,5,5,5,2,Former Employee - Specialist,None,5,None,5,None
127,"Sep 24, 2019",empReview_29415562,4,4,5,4,5,4,Former Employee - Specialist,"New York, NY",5,5,5,None
128,"Oct 3, 2019",empReview_29610631,3,2,4,2,3,3,Current Employee - Apple AHA,"Killeen, TX",5,5,2.5,2
129,"Sep 23, 2019",empReview_29393568,5,5,5,5,5,5,Former Employee - Store Leader,"Paramus, NJ",5,5,5,None
130,"Sep 23, 2019",empReview_29395065,4,4,4,3,4,3,Current Employee - Team Manager,None,5,5,5,None
131,"Oct 6, 2019",empReview_29650339,3,-1,-1,-1,-1,-1,Former Employee - Specialist,None,None,None,None,None
132,"Sep 21, 2019",empReview_29367672,5,5,5,3,5,4,Current Employee - Engineer,None,None,None,None,None
133,"Oct 5, 2019",empReview_29637839,3,-1,-1,-1,-1,-1,,None,None,None,2.5,None
134,"Oct 26, 2019",empReview_30035252,1,1,1,1,1,1,Former Employee - Anonymous Employee,"Austin, TX",0,0,2.5,None
135,"Oct 25, 2019",empReview_30026009,1,1,2,2,3,2,,None,None,5,0,None
136,"Sep 15, 2019",empReview_29244766,5,2,4,4,4,3,Former Employee - Manager,"Portland, OR",0,2.5,5,1
137,"Sep 19, 2019",empReview_29331663,4,-1,-1,-1,-1,-1,Current Employee - NONE,None,None,None,None,None
138,"May 13, 2015",empReview_6585844,5,3,5,5,4,5,Apple At Home Advisor,"Lakewood, CO",None,None,None,477
139,"Oct 24, 2019",empReview_30005236,1,-1,-1,-1,1,-1,Current Employee - Specialist,None,None,None,5,None
140,"Oct 3, 2019",empReview_29604380,2,1,2,1,3,1,Former Employee - Specialist,None,0,0,0,None
141,"Oct 3, 2019",empReview_29610980,2,1,2,2,5,2,Former Employee - Anonymous Retail Employee,None,0,2.5,2.5,None
142,"Sep 18, 2019",empReview_29316150,4,3,4,5,4,4,Former Employee - Software Engineer,None,5,5,2.5,None
143,"Sep 18, 2019",empReview_29317779,4,5,5,5,5,5,Current Employee - Genius,None,5,5,None,None
144,"Sep 19, 2019",empReview_29322465,4,-1,-1,-1,-1,-1,Former Employee - Supervisor,None,None,None,None,None
145,"Sep 19, 2019",empReview_29324092,4,5,5,4,3,3,Former Employee - Creative Pro,None,5,None,5,None
146,"Oct 2, 2019",empReview_29583849,3,3,4,1,5,1,Current Employee - Senior Advisor,None,0,2.5,2.5,None
147,"Sep 17, 2019",empReview_29291212,4,4,5,4,4,4,Former Employee - Product Specialist,"New York, NY",5,5,5,None
148,"Sep 14, 2019",empReview_29229849,4,2,3,1,5,1,Former Employee - Applecare At Home Advisor,None,5,0,5,1
149,"Sep 16, 2019",empReview_29263138,5,4,5,5,5,5,Current Employee - Specialist,None,None,None,None,None
150,"Sep 16, 2019",empReview_29263721,4,2,4,4,4,4,Former Employee - Genius,"Houston, TX",5,5,5,None
151,"Sep 16, 2019",empReview_29265402,4,2,4,4,3,3,Former Employee - Technical Expert,None,5,5,5,None
152,"Sep 17, 2019",empReview_29278916,4,4,5,4,3,3,Former Employee - Creative,"Pittsburgh, PA",5,5,0,None
153,"Sep 30, 2019",empReview_29526122,2,1,2,1,4,1,Current Employee - Apple Retail Specialist,None,0,0,0,1
154,"Sep 16, 2019",empReview_29254509,4,4,5,3,4,4,Former Employee - Apple Genius,"Tacoma, WA",5,5,5,None
155,"Sep 29, 2019",empReview_29517154,3,-1,-1,-1,-1,-1,,None,None,None,2.5,None
156,"May 7, 2019",empReview_26027964,5,5,5,5,5,5,Current Employee - Apple At Home Advisor,"Houston, TX",5,5,5,39
157,"Sep 14, 2019",empReview_29227947,5,4,5,4,4,4,Current Employee - IOS Technical Support Advisor,"Tucson, AZ",5,5,5,None
158,"Sep 15, 2019",empReview_29236755,5,5,5,5,5,5,Current Employee - Applecare At Home Advisor,None,5,5,5,None
159,"Sep 14, 2019",empReview_29229858,4,4,5,3,5,4,Former Employee - Genius,"New York, NY",5,2.5,5,None
160,"Sep 14, 2019",empReview_29231260,4,4,5,3,3,4,Former Employee - Technical Specialist,"Los Angeles, CA",5,5,5,None
161,"Sep 13, 2019",empReview_29212493,5,4,5,4,4,4,Current Employee - Genius,"Chicago, IL",5,5,5,None
162,"Sep 13, 2019",empReview_29212900,4,4,4,4,4,4,Current Employee - Senior QA Manager,"Cupertino, CA",5,5,5,None
163,"Sep 13, 2019",empReview_29215770,4,2,5,3,4,2,Current Employee - Technical Specialist,"Houston, TX",5,5,5,None
164,"Sep 12, 2019",empReview_29192648,4,3,5,4,4,4,Former Employee - Genius,"Baltimore, MD",5,5,5,None
165,"Sep 11, 2019",empReview_29171953,5,4,5,5,5,4,Current Employee - Specialist,None,5,5,5,None
166,"Sep 12, 2019",empReview_29184583,5,-1,-1,-1,-1,-1,Former Employee - Anonymous Employee,"San Francisco, CA",None,None,None,None
167,"Sep 11, 2019",empReview_29174929,4,5,5,5,5,5,Current Employee - Technical Specialist,None,None,None,None,None
168,"Sep 10, 2019",empReview_29140999,5,5,5,-1,5,5,Former Employee - Sales Specialist,"Pleasanton, CA",5,5,5,None
169,"Sep 10, 2019",empReview_29150317,5,5,3,3,5,5,Former Employee - Technical Support Engineer,"Austin, TX",5,2.5,2.5,None
170,"Sep 11, 2019",empReview_29164619,5,3,3,4,5,3,Current Employee - Technical Specialist,"Newport Beach, CA",5,5,5,None
171,"Sep 10, 2019",empReview_29137174,5,-1,5,5,4,5,Current Employee - Specialist,"Columbia, MD",5,None,5,None
172,"Sep 5, 2019",empReview_29059216,5,3,5,5,5,5,Current Employee - Apple At Home Advisor,None,5,5,5,1
173,"Sep 9, 2019",empReview_29127696,4,4,4,3,4,4,Former Employee - Specialist,None,5,2.5,2.5,None
174,"Sep 23, 2019",empReview_29408207,3,5,5,5,5,5,Former Employee - Software Engineer,"Austin, TX",5,2.5,5,None
175,"Sep 9, 2019",empReview_29112987,5,4,5,5,5,5,Former Employee - Senior Finance Manager,"Cupertino, CA",5,5,5,None
176,"Sep 22, 2019",empReview_29379363,2,3,2,2,3,3,Current Employee - Technical Specialist,"Greenwich, CT",5,5,2.5,1
177,"Oct 14, 2019",empReview_29805726,1,1,3,2,5,1,Current Employee - Technical Expert,"New Haven, CT",0,0,0,None
178,"Sep 22, 2019",empReview_29383879,3,-1,-1,-1,-1,-1,Former Employee - Manager,None,5,None,2.5,None
179,"Oct 12, 2019",empReview_29769953,1,2,1,1,1,1,Current Employee - Senior Program Manager,"Sunnyvale, CA",0,5,0,1
180,"Sep 22, 2019",empReview_29377804,3,3,5,3,5,2,Current Employee - Technical Specialist,"Aventura, FL",0,2.5,5,None
181,"Sep 6, 2019",empReview_29074411,5,5,5,4,5,5,Current Employee - Genius,None,5,5,5,None
182,"Oct 12, 2019",empReview_29774133,1,1,1,1,5,1,Former Employee - Technical Support,"Midway, GA",0,0,0,None
183,"Sep 21, 2019",empReview_29372542,2,1,3,2,4,2,Current Employee - Anonymous Employee,None,0,2.5,2.5,None
184,"Sep 6, 2019",empReview_29067561,5,5,5,5,5,5,Former Employee - Sales Associate,None,5,5,5,None
185,"Sep 6, 2019",empReview_29070645,5,5,5,5,5,5,Current Employee - Creative,None,5,5,5,None
186,"Sep 5, 2019",empReview_29051356,4,4,4,3,5,4,Current Employee - IOS Technical Support Advisor,None,None,None,None,None
187,"Sep 5, 2019",empReview_29052898,4,3,4,3,3,4,Former Employee - Expert,"Los Angeles, CA",5,5,5,None
188,"Sep 5, 2019",empReview_29053462,4,3,3,3,3,3,Current Employee - Supervisor,"Cupertino, CA",5,5,5,None
189,"Sep 19, 2019",empReview_29342565,3,-1,-1,-1,-1,-1,Former Employee - Anonymous Employee,"New York, NY",5,5,5,None
190,"Sep 5, 2019",empReview_29047767,5,5,5,5,5,5,Current Employee - Software Engineer,"Austin, TX",5,5,5,None
191,"Sep 4, 2019",empReview_29034358,4,4,4,3,4,4,Current Employee - Product Zone Specialist,"Nashville, TN",5,2.5,2.5,None
192,"Sep 4, 2019",empReview_29036722,4,-1,-1,-1,-1,-1,Former Employee - Data Analyst,None,None,None,None,None
193,"Sep 4, 2019",empReview_29037696,4,4,5,3,5,4,Current Employee - Applecare At Home Advisor,"Scottsdale, AZ",5,5,5,None
194,"Sep 18, 2019",empReview_29313818,3,2,3,3,4,2,Current Employee - Sous Chef,None,5,5,5,None
195,"Sep 18, 2019",empReview_29314814,3,1,2,1,2,1,Former Employee - Technical Specialist,"Miami, FL",0,2.5,2.5,None
196,"Sep 18, 2019",empReview_29318548,3,5,4,2,5,3,Current Employee - Retail,None,None,None,None,None
197,"Sep 18, 2019",empReview_29318616,3,3,2,4,4,3,Current Employee - Apple AHA,"Cupertino, CA",5,2.5,2.5,None
198,"Sep 4, 2019",empReview_29023419,4,3,4,5,5,3,Current Employee - Genius,"Dallas, TX",5,5,5,None
199,"Sep 17, 2019",empReview_29285104,3,1,4,3,4,3,Current Employee - Tech Expert,"Novi, MI",5,2.5,5,None
200,"Sep 2, 2019",empReview_28990369,4,5,4,2,4,1,Former Employee - Front Desk Associate,None,None,None,2.5,None
201,"Sep 16, 2019",empReview_29265061,3,3,4,3,4,3,Current Employee - T1 IOS,None,None,None,None,None
202,"Sep 1, 2019",empReview_28973163,5,5,5,5,5,5,Current Employee - Web Designer,"Cupertino, CA",5,5,5,None
203,"Sep 2, 2019",empReview_28982387,5,5,3,3,5,1,Current Employee - Technical Expert,None,5,5,5,None
204,"Sep 16, 2019",empReview_29267974,2,-1,-1,-1,-1,-1,,None,None,None,2.5,None
205,"Sep 1, 2019",empReview_28972300,4,-1,-1,-1,-1,-1,Current Employee - Analyst,None,None,None,None,None
206,"Aug 20, 2019",empReview_28747726,5,4,4,5,5,5,Current Employee - Senior Software Engineer,None,5,5,5,3
207,"Aug 30, 2019",empReview_28945577,5,5,5,4,4,5,Current Employee - Operations Specialiist,"Washington, DC",5,5,5,None
208,"Aug 30, 2019",empReview_28947368,4,3,3,3,5,3,Current Employee - Manager,"Tacoma, WA",5,None,5,None
209,"Aug 31, 2019",empReview_28958892,4,3,4,3,4,3,Current Employee - Expert,None,5,5,5,None
210,"Aug 28, 2019",empReview_28898369,4,3,4,4,4,3,Former Employee - Operation Specialist,"Glendale, WI",5,5,2.5,1
211,"Aug 29, 2019",empReview_28935836,5,5,5,5,5,5,Current Employee - Specialist,None,None,None,None,None
212,"Aug 30, 2019",empReview_28942760,5,3,4,5,5,4,Former Employee - Specialist,"Orlando, FL",5,5,0,None
213,"Sep 13, 2019",empReview_29205729,3,2,5,2,2,3,Current Employee - Technical Expert,"Pittsburgh, PA",0,5,5,None
214,"Aug 28, 2019",empReview_28902468,5,1,1,2,5,2,Former Employee - Genius,None,0,2.5,5,None
215,"Sep 12, 2019",empReview_29192110,2,2,3,3,5,1,Former Employee - Genius,"Chicago, IL",0,5,5,None
216,"Sep 9, 2019",empReview_29125650,2,1,2,1,2,1,Current Employee - Anonymous Employee,"Austin, TX",0,2.5,2.5,2
217,"Sep 12, 2019",empReview_29184465,3,1,2,2,4,2,Former Employee - PZ Specialist,"Manhattan Beach, CA",0,5,2.5,None
218,"Sep 10, 2019",empReview_29144302,3,4,2,2,5,4,Current Employee - Specialist,"Miami, FL",0,5,5,None
219,"Sep 10, 2019",empReview_29147111,3,1,2,2,5,1,Former Employee - Apple Technical Specialist,"Newport Beach, CA",5,2.5,0,None
220,"Sep 10, 2019",empReview_29150154,3,2,5,4,2,3,Current Employee - Apple Genius,"New York, NY",5,2.5,5,None
221,"Aug 26, 2019",empReview_28855402,5,-1,-1,-1,-1,-1,Former Employee - Technical Expert,None,None,None,None,None
222,"Aug 19, 2019",empReview_28719980,5,5,4,4,5,4,Current Employee - Technical Specialist,"Chicago, IL",5,5,5,2
223,"Aug 26, 2019",empReview_28852828,4,-1,-1,-1,-1,-1,Current Employee - GPU Verification Engineer,"Austin, TX",None,None,None,None
224,"Aug 27, 2019",empReview_28863770,4,3,5,5,5,5,Former Employee - Hardware Engineer,None,5,2.5,5,None
225,"Sep 9, 2019",empReview_29123091,3,3,2,2,4,2,Current Employee - Apple Genius,"Houston, TX",5,2.5,2.5,None
226,"Aug 26, 2019",empReview_28841075,5,2,5,3,4,3,Current Employee - Specialist,None,5,5,5,None
