,date,reviewNo,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,employeeType,location,recommend,outlook,ceo,helpful
21,"Oct 13, 2019",empReview_29781318,5.0,-1,-1,-1,-1,-1,Former Employee - Retail Sales Associate,None,None,None,None,None
22,"Oct 11, 2019",empReview_29752811,5.0,-1,-1,-1,-1,-1,Former Employee - Flex Member/Impulse,"Chicago, IL",Recommends,Neutral Outlook,None,None
23,"Oct 11, 2019",empReview_29755101,5.0,-1,-1,-1,-1,-1,Former Employee - Internship,None,None,None,None,None
24,"Oct 24, 2019",empReview_30009337,3.0,4.0,4.0,3.0,2.0,3.0,Former Employee - Sales Associate,"New York, NY",Recommends,Neutral Outlook,Approves of CEO,None
25,"Oct 24, 2019",empReview_30009485,3.0,2.0,5.0,2.0,3.0,1.0,Former Employee - Retail Sales Associate,"Costa Mesa, CA",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
26,"Oct 9, 2019",empReview_29716819,5.0,-1,-1,-1,-1,-1,Former Employee - Customer Service Representative,"Seattle, WA",None,None,None,None
27,"Oct 9, 2019",empReview_29708827,4.0,-1,-1,-1,-1,-1,Current Employee - Estée Lauder Beauty Advisor,"New York, NY",Recommends,None,None,None
28,"Oct 9, 2019",empReview_29715408,4.0,4.0,3.0,4.0,4.0,3.0,Current Employee - Product Development,"New York, NY",None,None,None,None
29,"Oct 23, 2019",empReview_29985508,2.0,5.0,1.0,2.0,2.0,1.0,Former Employee - Anonymous Employee,None,None,Negative Outlook,No opinion of CEO,None
30,"Oct 8, 2019",empReview_29691046,4.0,-1,-1,-1,-1,-1,Former Employee - Beauty Ambassador,None,None,None,None,None
31,"Oct 21, 2019",empReview_29941911,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,"Spokane, WA",None,None,None,None
32,"Oct 22, 2019",empReview_29952229,3.0,2.0,5.0,3.0,5.0,5.0,Current Employee - Sales Associaate,"New York, NY",Recommends,Neutral Outlook,Approves of CEO,None
33,"Oct 22, 2019",empReview_29952229,3.0,2.0,5.0,3.0,5.0,5.0,Current Employee - Sales Associaate,"New York, NY",Recommends,Neutral Outlook,Approves of CEO,None
34,"Oct 22, 2019",empReview_29955678,2.0,4.0,3.0,3.0,2.0,1.0,Current Employee - Anonymous,"San Francisco, CA",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
35,"Oct 22, 2019",empReview_29959360,2.0,1.0,2.0,2.0,2.0,1.0,Former Employee - Assistant Product Manager,"New York, NY",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
36,"Oct 5, 2019",empReview_29640118,5.0,4.0,5.0,3.0,3.0,5.0,Current Employee - Sales Associate,"Valencia, CA",Recommends,Positive Outlook,No opinion of CEO,None
37,"Oct 20, 2019",empReview_29917439,2.0,-1,-1,-1,-1,-1,Former Employee - Associate,None,None,None,None,None
38,"Oct 19, 2019",empReview_29909996,2.0,2.0,3.0,4.0,3.0,2.0,Former Employee - Sales Associate,"New York, NY",None,None,No opinion of CEO,None
39,"Oct 4, 2019",empReview_29627218,4.0,5.0,2.0,3.0,3.0,1.0,Current Employee - Assistant Planner,"New York, NY",Recommends,Negative Outlook,No opinion of CEO,None
40,"Sep 23, 2019",empReview_29408362,4.0,4.0,3.0,3.0,3.0,3.0,Former Employee - Retail Sales Associate,"Chula Vista, CA",Doesn't Recommend,Neutral Outlook,No opinion of CEO,4
41,"Oct 4, 2019",empReview_29627218,4.0,5.0,2.0,3.0,3.0,1.0,Current Employee - Assistant Planner,"New York, NY",Recommends,Negative Outlook,No opinion of CEO,None
42,"Oct 2, 2019",empReview_29587520,5.0,-1,-1,-1,-1,-1,Current Employee - Assistant Store Manager,None,None,None,None,None
43,"Oct 17, 2019",empReview_29875018,2.0,2.0,2.0,2.0,2.0,1.0,Former Employee - Collections Representative,"Clearwater, FL",Doesn't Recommend,Negative Outlook,No opinion of CEO,1
44,"Oct 18, 2019",empReview_29881802,2.0,2.0,1.0,1.0,1.0,1.0,Former Employee - Sales Coordinator,"Baltimore, MD",Doesn't Recommend,None,None,None
45,"Oct 3, 2019",empReview_29596828,4.0,5.0,4.0,4.0,3.0,3.0,Current Employee - Sales Associate/Cashier,"Salisbury, MD",Recommends,Positive Outlook,Approves of CEO,None
46,"Oct 1, 2019",empReview_29562226,5.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,None,None,None,None,None
47,"Sep 25, 2019",empReview_29439008,5.0,5.0,5.0,5.0,5.0,3.0,Former Employee - Frontline Associate,"Clearwater, FL",Recommends,Neutral Outlook,Approves of CEO,2
48,"Oct 17, 2019",empReview_29874431,2.0,2.0,4.0,3.0,1.0,3.0,Current Employee - Macys Sales Associate,"Fort Lauderdale, FL",None,None,None,None
49,"Oct 16, 2019",empReview_29840863,3.0,5.0,3.0,4.0,4.0,4.0,Former Employee - Retail Sales Associate,None,None,None,None,None
50,"Oct 1, 2019",empReview_29552229,5.0,-1,-1,-1,-1,-1,Former Employee - Financial Analyst,None,None,None,None,None
51,"Oct 1, 2019",empReview_29556765,4.0,5.0,4.0,-1,-1,4.0,Former Employee - Sales Associate,None,Recommends,None,None,None
52,"Oct 1, 2019",empReview_29561780,4.0,-1,3.0,3.0,3.0,3.0,Current Employee - Merchandise Associate,"Paramus, NJ",None,None,None,None
53,"Oct 14, 2019",empReview_29805847,3.0,1.0,1.0,3.0,4.0,1.0,Former Employee - Operations Manager,None,Doesn't Recommend,Negative Outlook,No opinion of CEO,None
54,"Oct 14, 2019",empReview_29807645,3.0,3.0,3.0,3.0,3.0,3.0,Current Employee - Sales Manager,"Minneapolis, MN",None,None,None,None
55,"Oct 14, 2019",empReview_29807841,3.0,4.0,4.0,2.0,2.0,3.0,Current Employee - Cosmetics Sales Associate,"Houston, TX",Recommends,Neutral Outlook,No opinion of CEO,None
56,"Oct 15, 2019",empReview_29827282,3.0,4.0,3.0,3.0,2.0,3.0,Former Employee - Sales Associate,"Aurora, IL",Recommends,Positive Outlook,Approves of CEO,None
57,"Oct 14, 2019",empReview_29807841,3.0,4.0,4.0,2.0,2.0,3.0,Current Employee - Cosmetics Sales Associate,"Houston, TX",Recommends,Neutral Outlook,No opinion of CEO,None
58,"Oct 15, 2019",empReview_29816176,2.0,3.0,2.0,2.0,1.0,1.0,Former Employee - Anonymous Employee,None,Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
59,"Oct 15, 2019",empReview_29817100,2.0,5.0,1.0,1.0,1.0,3.0,Former Employee - Sales Associate,"Aventura, FL",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
60,"Oct 14, 2019",empReview_29792078,3.0,2.0,3.0,2.0,3.0,4.0,Current Employee - Fulfillment Associate,"Washington, DC",Recommends,Neutral Outlook,No opinion of CEO,None
61,"Sep 28, 2019",empReview_29508686,4.0,3.0,4.0,3.0,3.0,3.0,Current Employee - Regional Cosmetics,"New York, NY",Recommends,Neutral Outlook,Approves of CEO,None
62,"Oct 12, 2019",empReview_29768145,3.0,4.0,4.0,4.0,4.0,-1,Former Employee - Sales Associate,"New York, NY",None,None,None,None
63,"Sep 27, 2019",empReview_29482707,5.0,4.0,5.0,5.0,4.0,3.0,,None,Recommends,Positive Outlook,No opinion of CEO,None
64,"Sep 27, 2019",empReview_29485230,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Sales Associate,None,None,None,None,None
65,"Sep 26, 2019",empReview_29476870,4.0,4.0,4.0,4.0,2.0,3.0,Former Employee - Digital Merchandise Assistant,"New York, NY",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
66,"Oct 9, 2019",empReview_29711641,3.0,3.0,3.0,4.0,3.0,4.0,Former Employee - Special Events Coordinator,None,None,None,None,1
67,"Oct 11, 2019",empReview_29752639,3.0,4.0,3.0,4.0,3.0,4.0,Former Employee - Women Shoes Sales Associate,None,Recommends,Neutral Outlook,No opinion of CEO,None
68,"Sep 26, 2019",empReview_29468237,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Sales Associate,None,None,None,None,None
69,"Oct 10, 2019",empReview_29736131,2.0,-1,-1,-1,-1,-1,Current Employee - Sales Support Associate,None,None,None,None,1
70,"Sep 26, 2019",empReview_29470134,4.0,3.0,4.0,3.0,2.0,3.0,Former Employee - Sales Associate,"Pearland, TX",Doesn't Recommend,None,No opinion of CEO,None
71,"Oct 10, 2019",empReview_29729903,3.0,1.0,5.0,5.0,3.0,2.0,Former Employee - Operations Manager,"Houston, TX",Recommends,Negative Outlook,Disapproves of CEO,None
72,"Oct 8, 2019",empReview_29692742,3.0,-1,-1,-1,-1,-1,Current Employee - Sales Manager,None,None,None,None,None
73,"Oct 10, 2019",empReview_29729903,3.0,1.0,5.0,5.0,3.0,2.0,Former Employee - Operations Manager,"Houston, TX",Recommends,Negative Outlook,Disapproves of CEO,None
74,"Oct 9, 2019",empReview_29717149,3.0,-1,-1,-1,-1,-1,Former Employee - Digital Merchandise Assistant,None,None,None,None,None
75,"Sep 23, 2019",empReview_29404375,4.0,1.0,1.0,5.0,4.0,3.0,Current Employee - Furniture Sales Associate,"San Rafael, CA",Recommends,Positive Outlook,No opinion of CEO,None
76,"Oct 7, 2019",empReview_29672695,3.0,4.0,3.0,2.0,2.0,2.0,Former Employee - Prestige Beauty Advisor,"Traverse City, MI",Recommends,Neutral Outlook,No opinion of CEO,None
77,"Oct 8, 2019",empReview_29681317,3.0,2.0,4.0,3.0,4.0,2.0,Former Employee - Security Analyst,None,Doesn't Recommend,Negative Outlook,None,None
78,"Oct 8, 2019",empReview_29692742,3.0,-1,-1,-1,-1,-1,Current Employee - Sales Manager,None,None,None,None,None
79,"Sep 22, 2019",empReview_29382016,5.0,4.0,4.0,4.0,4.0,4.0,Former Employee - Barista - Starbucks,None,None,None,None,None
80,"Oct 7, 2019",empReview_29673867,2.0,5.0,3.0,3.0,5.0,2.0,Current Employee - Merchandiser,"Dallas, TX",Doesn't Recommend,Neutral Outlook,Disapproves of CEO,None
81,"Sep 23, 2019",empReview_29394679,4.0,3.0,5.0,4.0,3.0,4.0,Current Employee - Sales Associate,"Bloomington, IN",Recommends,Positive Outlook,Approves of CEO,None
82,"Oct 6, 2019",empReview_29649546,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
83,"Sep 19, 2019",empReview_29336832,4.0,4.0,5.0,5.0,4.0,3.0,Former Employee - Sales Associate,None,None,None,None,1
84,"Oct 6, 2019",empReview_29641428,2.0,3.0,1.0,1.0,1.0,-1,Former Employee - Sales Manager,None,None,Negative Outlook,None,1
85,"Oct 7, 2019",empReview_29662408,2.0,3.0,4.0,5.0,1.0,3.0,Former Employee - AST,"La Jolla, CA",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
86,"Oct 6, 2019",empReview_29646078,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Anonymous Employee,None,Recommends,Positive Outlook,No opinion of CEO,None
87,"Oct 6, 2019",empReview_29648424,3.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,None,None,None,None,None
88,"Sep 19, 2019",empReview_29331021,4.0,5.0,4.0,2.0,3.0,4.0,Former Employee - Retail Sales Associate,"Sacramento, CA",None,None,None,1
89,"Sep 20, 2019",empReview_29361676,4.0,4.0,4.0,3.0,3.0,4.0,Current Employee - Software Engineer,"San Francisco, CA",Recommends,None,None,None
90,"Oct 3, 2019",empReview_29601347,2.0,1.0,1.0,2.0,2.0,1.0,Former Employee - Registry Consultant,None,Doesn't Recommend,Negative Outlook,Disapproves of CEO,1
91,"Sep 19, 2019",empReview_29333706,4.0,5.0,5.0,3.0,2.0,4.0,Current Employee - Retail Sales Associate,"Grandville, MI",Recommends,Neutral Outlook,No opinion of CEO,None
92,"Oct 1, 2019",empReview_29564729,2.0,4.0,3.0,1.0,1.0,1.0,Current Employee - Merchandise Associate,"Los Angeles, CA",Doesn't Recommend,Negative Outlook,No opinion of CEO,1
93,"Oct 24, 2019",empReview_29992359,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Sales Manager,"Miami, FL",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
94,"Oct 3, 2019",empReview_29605893,2.0,2.0,1.0,1.0,1.0,1.0,Current Employee - Macys Sales Associate,"Atlanta, GA",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
95,"Oct 1, 2019",empReview_29564519,3.0,1.0,5.0,4.0,3.0,4.0,Current Employee - Sales Manager,"Roseville, MN",Recommends,Neutral Outlook,No opinion of CEO,None
96,"Oct 1, 2019",empReview_29564750,3.0,1.0,2.0,3.0,2.0,3.0,Current Employee - Fine Jewelry Sales Associate,"Chicago, IL",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
97,"Oct 2, 2019",empReview_29574421,3.0,5.0,2.0,4.0,3.0,2.0,Former Employee - Team Leader,None,Doesn't Recommend,Neutral Outlook,Approves of CEO,None
98,"Sep 16, 2019",empReview_29263343,5.0,2.0,4.0,3.0,2.0,4.0,Former Employee - Customer Service Associate,None,Recommends,Neutral Outlook,No opinion of CEO,None
99,"Oct 22, 2019",empReview_29964895,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Business Manager,"Wayne, NJ",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
100,"Oct 22, 2019",empReview_29967690,1.0,1.0,1.0,2.0,1.0,1.0,Current Employee - Beauty Advisor,None,Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
101,"Oct 23, 2019",empReview_29984338,1.0,1.0,2.0,1.0,1.0,1.0,Current Employee - Retail Sales Associate,"Salt Lake City, UT",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
102,"Sep 16, 2019",empReview_29269284,4.0,3.0,4.0,3.0,4.0,3.0,Former Employee - Seasonal Merchandiser,"Escondido, CA",Recommends,Neutral Outlook,No opinion of CEO,None
103,"Sep 30, 2019",empReview_29544280,3.0,3.0,3.0,3.0,3.0,3.0,Current Employee - Beauty Advisor,None,None,None,None,None
104,"Oct 1, 2019",empReview_29551922,3.0,3.0,3.0,2.0,3.0,2.0,Former Employee - Sales,"Weston, FL",None,None,None,None
105,"Oct 1, 2019",empReview_29558254,3.0,2.0,2.0,2.0,1.0,1.0,Former Employee - Sales Associate,"Chandler, AZ",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
106,"Sep 16, 2019",empReview_29253161,5.0,5.0,5.0,4.0,4.0,3.0,Current Employee - Cosmetics Flex Associate,"Eugene, OR",None,None,Approves of CEO,None
107,"Oct 22, 2019",empReview_29958981,1.0,2.0,3.0,2.0,2.0,3.0,Former Employee - Data Entry Clerk,None,Recommends,Neutral Outlook,No opinion of CEO,None
108,"Sep 29, 2019",empReview_29518703,3.0,3.0,5.0,4.0,2.0,4.0,Current Employee - Human Resources,"New York, NY",Doesn't Recommend,Positive Outlook,Approves of CEO,None
109,"Sep 29, 2019",empReview_29520286,3.0,3.0,4.0,3.0,2.0,2.0,Former Employee - Retail Sales Associate,"Westminster, CA",None,None,None,None
110,"Oct 20, 2019",empReview_29920898,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Anonymous Employee,None,Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
111,"Sep 14, 2019",empReview_29229759,4.0,-1,-1,-1,-1,-1,Former Employee - Buyer,None,None,None,None,None
112,"Sep 14, 2019",empReview_29231655,4.0,2.0,3.0,4.0,3.0,1.0,Current Employee - Sales Associaate,"Monterey, CA",Recommends,Neutral Outlook,No opinion of CEO,None
113,"Sep 29, 2019",empReview_29513234,2.0,-1,-1,-1,-1,-1,Current Employee - Merchandise Associate,None,None,None,None,None
114,"Sep 26, 2019",empReview_29466292,3.0,-1,-1,-1,-1,-1,Former Employee - Digital Merchandise Assistant,None,None,None,None,1
115,"Sep 13, 2019",empReview_29204946,4.0,3.0,1.0,2.0,2.0,2.0,Current Employee - Cashier,None,None,None,None,None
116,"Sep 13, 2019",empReview_29217371,4.0,4.0,5.0,5.0,4.0,5.0,Former Employee - Sales Associate,"New York, NY",None,None,None,None
117,"Sep 26, 2019",empReview_29477410,3.0,2.0,2.0,2.0,2.0,2.0,Former Employee - Sales Agent,"Albuquerque, NM",Doesn't Recommend,Neutral Outlook,Disapproves of CEO,None
118,"Sep 12, 2019",empReview_29193063,5.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
119,"Oct 16, 2019",empReview_29852964,1.0,3.0,2.0,1.0,3.0,1.0,Former Employee - Site Merchandiser,"San Francisco, CA",Doesn't Recommend,Negative Outlook,None,1
120,"Oct 16, 2019",empReview_29856971,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Icqa Cycle Counter,"Cheshire, CT",Doesn't Recommend,Negative Outlook,No opinion of CEO,1
121,"Oct 17, 2019",empReview_29874285,1.0,3.0,1.0,1.0,1.0,1.0,Former Employee - Full Time Sales Associate,"Culver City, CA",Doesn't Recommend,Negative Outlook,No opinion of CEO,1
122,"Sep 26, 2019",empReview_29464848,3.0,5.0,3.0,3.0,2.0,5.0,Former Employee - Sales Associate,"Albany, NY",Recommends,Neutral Outlook,No opinion of CEO,None
123,"Sep 9, 2019",empReview_29112451,4.0,4.0,3.0,3.0,3.0,3.0,Current Employee - Associate Product Manager,None,Doesn't Recommend,Positive Outlook,Approves of CEO,1
124,"Sep 11, 2019",empReview_29172334,5.0,5.0,5.0,5.0,3.0,5.0,Current Employee - Auditor,"Tempe, AZ",Recommends,Positive Outlook,Approves of CEO,None
125,"Sep 10, 2019",empReview_29151511,4.0,3.0,5.0,4.0,4.0,4.0,Current Employee - At Your Service Agent,"Annapolis, MD",Recommends,Positive Outlook,Approves of CEO,None
126,"Sep 11, 2019",empReview_29166788,4.0,4.0,4.0,4.0,3.0,3.0,Current Employee - Lead/Manager,None,Recommends,Positive Outlook,Approves of CEO,None
127,"Oct 14, 2019",empReview_29805681,1.0,5.0,1.0,1.0,1.0,1.0,Former Employee - Sales Associate,"Scottsdale, AZ",Doesn't Recommend,Neutral Outlook,Disapproves of CEO,1
128,"Sep 24, 2019",empReview_29418407,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Retail Sales Associate,None,None,None,No opinion of CEO,None
129,"Sep 8, 2019",empReview_29105214,5.0,-1,-1,-1,-1,-1,Current Employee - Sales Manager,None,None,None,None,None
130,"Sep 8, 2019",empReview_29102784,4.0,-1,-1,5.0,-1,-1,Current Employee - Sales Associate,None,None,None,None,None
131,"Sep 9, 2019",empReview_29117006,4.0,-1,-1,-1,-1,-1,Current Employee - Women Shoes Sales Associate,None,Recommends,Positive Outlook,None,None
132,"Sep 23, 2019",empReview_29397753,3.0,5.0,3.0,3.0,3.0,4.0,Former Employee - Sales Associate,"Tysons Corner, VA",None,None,None,None
133,"Sep 8, 2019",empReview_29096360,4.0,5.0,5.0,4.0,4.0,5.0,Former Employee - Customer Service Specialist,"Clearwater, FL",Recommends,Positive Outlook,Approves of CEO,None
134,"Sep 20, 2019",empReview_29360583,2.0,-1,-1,-1,-1,-1,,None,None,None,No opinion of CEO,1
135,"Sep 21, 2019",empReview_29365088,2.0,3.0,1.0,1.0,3.0,1.0,Former Employee - Anonymous Employee,None,Doesn't Recommend,Negative Outlook,No opinion of CEO,1
136,"Sep 22, 2019",empReview_29375750,2.0,1.0,4.0,3.0,3.0,4.0,Former Employee - Clinique Counter Manager,None,Doesn't Recommend,Positive Outlook,No opinion of CEO,None
137,"Sep 21, 2019",empReview_29365088,2.0,3.0,1.0,1.0,3.0,1.0,Former Employee - Anonymous Employee,None,Doesn't Recommend,Negative Outlook,No opinion of CEO,1
138,"Sep 19, 2019",empReview_29328730,3.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,None,None,None,None,1
139,"Sep 21, 2019",empReview_29367293,3.0,4.0,3.0,2.0,2.0,3.0,Current Employee - Macys,None,Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
140,"Sep 5, 2019",empReview_29057299,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Customer Service Representative,None,None,None,None,None
141,"Sep 6, 2019",empReview_29072529,5.0,4.0,4.0,4.0,5.0,4.0,Former Employee - Cashier,None,Recommends,Positive Outlook,Approves of CEO,None
142,"Sep 20, 2019",empReview_29346296,3.0,1.0,3.0,2.0,2.0,3.0,Current Employee - Support Associate,"Salt Lake City, UT",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
143,"Sep 4, 2019",empReview_29036446,5.0,-1,-1,-1,-1,-1,Former Employee - Store Support,None,None,None,None,None
144,"Sep 4, 2019",empReview_29036731,5.0,4.0,4.0,4.0,5.0,4.0,Former Employee - Sales Associate,"Escondido, CA",None,None,None,None
145,"Sep 1, 2019",empReview_28966969,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Manager,None,Recommends,Positive Outlook,Approves of CEO,1
146,"Sep 18, 2019",empReview_29313400,3.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Sales Floor Team Leader,None,None,Negative Outlook,Disapproves of CEO,None
147,"Sep 18, 2019",empReview_29317647,3.0,1.0,3.0,3.0,3.0,2.0,Former Employee - Anonymous Employee,None,Doesn't Recommend,Positive Outlook,Approves of CEO,None
148,"Sep 19, 2019",empReview_29329827,3.0,2.0,4.0,3.0,1.0,4.0,Current Employee - Sales Associate,"Albany, NY",Recommends,Positive Outlook,No opinion of CEO,None
149,"Sep 3, 2019",empReview_29014091,5.0,3.0,5.0,5.0,3.0,4.0,Current Employee - MTM,"Orlando, FL",Recommends,Positive Outlook,Approves of CEO,None
150,"Sep 17, 2019",empReview_29292071,2.0,1.0,1.0,2.0,2.0,1.0,Former Employee - Beauty Advisor,None,Doesn't Recommend,None,Disapproves of CEO,1
151,"Oct 9, 2019",empReview_29709713,1.0,4.0,2.0,4.0,3.0,1.0,Current Employee - Seasonal Sales Associate,"Bay Shore, NY",Doesn't Recommend,Negative Outlook,No opinion of CEO,1
152,"Sep 17, 2019",empReview_29290876,3.0,3.0,3.0,3.0,3.0,3.0,Current Employee - Beauty Advisor,None,None,None,None,None
153,"Sep 18, 2019",empReview_29298914,3.0,3.0,3.0,2.0,2.0,2.0,Current Employee - Beauty Advisor,"Wayne, NJ",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
154,"Sep 18, 2019",empReview_29306888,3.0,3.0,3.0,3.0,3.0,3.0,Current Employee - Receiving,None,Recommends,Neutral Outlook,None,None
155,"Aug 29, 2019",empReview_28933856,5.0,3.0,5.0,5.0,4.0,5.0,Former Employee - Merchandise Associate,"Cerritos, CA",None,None,None,1
156,"Sep 3, 2019",empReview_29006205,4.0,4.0,4.0,4.0,4.0,4.0,Current Employee - Sales Associate,None,None,None,None,None
157,"Sep 17, 2019",empReview_29285002,3.0,-1,-1,-1,-1,-1,Former Employee - Macys,None,None,None,None,None
158,"Sep 2, 2019",empReview_28979766,5.0,-1,-1,-1,-1,-1,Current Employee - Price Flex Associate,None,None,None,None,None
159,"Oct 5, 2019",empReview_29638237,1.0,1.0,1.0,1.0,2.0,1.0,Former Employee - Operations Manager,None,Doesn't Recommend,Negative Outlook,Disapproves of CEO,1
160,"Sep 15, 2019",empReview_29237043,3.0,-1,-1,-1,-1,-1,Former Employee - Customer Service,"Dickson City, PA",None,None,None,None
161,"Oct 5, 2019",empReview_29638237,1.0,1.0,1.0,1.0,2.0,1.0,Former Employee - Operations Manager,None,Doesn't Recommend,Negative Outlook,Disapproves of CEO,1
162,"Sep 15, 2019",empReview_29239250,3.0,1.0,5.0,5.0,5.0,5.0,Current Employee - Sales Manager,"Naples, FL",Recommends,Positive Outlook,Approves of CEO,None
163,"Sep 15, 2019",empReview_29239929,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
164,"Aug 28, 2019",empReview_28910535,4.0,3.0,5.0,4.0,5.0,5.0,Former Employee - Beauty Advisor,"Los Angeles, CA",Recommends,Neutral Outlook,No opinion of CEO,1
165,"Sep 14, 2019",empReview_29223532,3.0,4.0,5.0,2.0,2.0,2.0,Current Employee - Fine Jewelry Sales Associate,"Lafayette, LA",Doesn't Recommend,Neutral Outlook,Disapproves of CEO,None
166,"Aug 30, 2019",empReview_28941147,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Sales,None,Recommends,None,Approves of CEO,None
