,date,reviewNo,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,employeeType,location,recommend,outlook,ceo,helpful
15,"Oct 4, 2019",empReview_29620206,4.0,5.0,5.0,5.0,3.0,3.0,Current Employee - Sales Associate,"Orange, CA",Recommends,Positive Outlook,No opinion of CEO,None
16,"Oct 17, 2019",empReview_29875716,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Retail Sales Associate,"New York, NY",None,None,None,None
17,"Oct 1, 2019",empReview_29566370,5.0,4.0,4.0,3.0,3.0,4.0,Former Employee - Sales Associate,"Durham, NC",Recommends,Positive Outlook,No opinion of CEO,None
18,"Oct 1, 2019",empReview_29554367,4.0,5.0,4.0,4.0,4.0,4.0,Former Employee - Sales Associate,"Huntersville, NC",Recommends,Positive Outlook,Approves of CEO,None
19,"Oct 1, 2019",empReview_29559080,4.0,4.0,4.0,3.0,4.0,3.0,Current Employee - Gap Outlet Sales Associate,"Topeka, KS",Recommends,Neutral Outlook,No opinion of CEO,None
20,"Oct 14, 2019",empReview_29802808,2.0,1.0,3.0,1.0,5.0,1.0,Current Employee - Merch Handler,"Fresno, CA",Doesn't Recommend,Positive Outlook,No opinion of CEO,None
21,"Oct 12, 2019",empReview_29773598,3.0,3.0,2.0,1.0,3.0,2.0,Former Employee - Sales Associate,"Lansing, MI",None,None,None,None
22,"Sep 28, 2019",empReview_29502881,5.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,None,None,None,None,None
23,"Oct 12, 2019",empReview_29767625,3.0,1.0,3.0,3.0,3.0,1.0,Former Employee - Assistant Brand Manager,None,Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
24,"Oct 9, 2019",empReview_29719390,3.0,1.0,1.0,1.0,3.0,1.0,Former Employee - Assistant General Manager,"New York, NY",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
25,"Sep 25, 2019",empReview_29450085,4.0,4.0,4.0,4.0,4.0,4.0,Former Employee - Sales Associate,"Somerville, NJ",Recommends,Positive Outlook,Approves of CEO,None
26,"Sep 20, 2019",empReview_29358506,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate/Cashier,None,None,None,No opinion of CEO,1
27,"Sep 23, 2019",empReview_29399131,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Customer Service Associate,"Los Angeles, CA",Recommends,Positive Outlook,Approves of CEO,None
28,"Sep 22, 2019",empReview_29385293,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,"Salt Lake City, UT",None,None,None,None
29,"Oct 7, 2019",empReview_29658518,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Sales,None,Recommends,Positive Outlook,Approves of CEO,None
30,"Sep 17, 2019",empReview_29289672,4.0,4.0,4.0,4.0,4.0,5.0,Former Employee - Sales Associate,None,None,None,None,None
31,"Sep 18, 2019",empReview_29297839,4.0,4.0,4.0,3.0,2.0,3.0,Former Employee - Sales Associate,"Tacoma, WA",None,Neutral Outlook,No opinion of CEO,None
32,"Sep 18, 2019",empReview_29311885,4.0,-1,-1,-1,-1,-1,,None,None,None,No opinion of CEO,None
33,"Sep 13, 2019",empReview_29220356,5.0,4.0,5.0,3.0,5.0,4.0,Former Employee - Sales Associate,"Lodi, OH",Recommends,Positive Outlook,Approves of CEO,None
34,"Sep 14, 2019",empReview_29221554,4.0,3.0,2.0,3.0,2.0,1.0,Former Employee - Sales Associate,"Honolulu, HI",None,None,None,None
35,"Sep 28, 2019",empReview_29506728,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
36,"Sep 12, 2019",empReview_29200917,4.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,None,None,None,None,None
37,"Oct 18, 2019",empReview_29890723,1.0,-1,1.0,1.0,2.0,-1,Former Employee - Sales Associate,None,Doesn't Recommend,None,None,None
38,"Sep 7, 2019",empReview_29091245,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
39,"Sep 21, 2019",empReview_29367174,2.0,-1,-1,-1,-1,-1,Former Employee - Manager,None,None,None,None,None
40,"Sep 5, 2019",empReview_29057178,4.0,4.0,4.0,3.0,3.0,2.0,Former Employee - Sales Associate,"Huntsville, AL",None,None,None,None
41,"Sep 6, 2019",empReview_29073720,4.0,2.0,4.0,3.0,4.0,3.0,Former Employee - Assistant Manager,None,None,None,None,None
42,"Sep 17, 2019",empReview_29292127,3.0,3.0,2.0,1.0,1.0,1.0,Former Employee - Sales Associate,"Miami, FL",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
43,"Sep 1, 2019",empReview_28966394,4.0,5.0,2.0,2.0,2.0,2.0,Former Employee - Sales Associate,"Cabazon, CA",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
44,"Sep 14, 2019",empReview_29230541,3.0,-1,-1,-1,-1,-1,Former Employee - Retail Sales Associate,"New York, NY",None,None,None,None
45,"Sep 14, 2019",empReview_29225936,3.0,5.0,2.0,1.0,1.0,4.0,Former Employee - Sales Associate,None,Doesn't Recommend,Neutral Outlook,None,None
46,"Sep 11, 2019",empReview_29164656,3.0,5.0,4.0,3.0,4.0,3.0,Current Employee - Merchandise Planner,"New York, NY",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
47,"Sep 10, 2019",empReview_29150506,2.0,2.0,2.0,2.0,2.0,2.0,Former Employee - Cashwrap Coordinator,"New York, NY",None,None,None,None
48,"Aug 23, 2019",empReview_28816972,5.0,4.0,5.0,5.0,3.0,5.0,Former Employee - Team Member,"Boise, ID",None,None,None,None
49,"Aug 23, 2019",empReview_28812051,4.0,5.0,3.0,2.0,5.0,3.0,Former Employee - Sales Associate,"Houston, TX",Recommends,None,None,None
50,"Aug 22, 2019",empReview_28782372,5.0,-1,-1,-1,-1,-1,Current Employee - Gap Sales Associate,None,None,None,None,None
51,"Sep 5, 2019",empReview_29048647,3.0,5.0,5.0,1.0,5.0,5.0,Former Employee - Associate,None,None,None,None,None
52,"Aug 20, 2019",empReview_28749123,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
53,"Sep 3, 2019",empReview_29011305,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
54,"Aug 18, 2019",empReview_28701853,4.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,None,None,None,None,None
55,"Aug 17, 2019",empReview_28682096,5.0,5.0,5.0,5.0,4.0,5.0,Current Employee - Sales Associate,"West Hartford, CT",Recommends,Positive Outlook,Approves of CEO,None
56,"Aug 16, 2019",empReview_28677321,4.0,4.0,5.0,3.0,3.0,4.0,Former Employee - Merchandising Manager,"Brea, CA",Recommends,Positive Outlook,No opinion of CEO,None
57,"Aug 15, 2019",empReview_28658113,4.0,4.0,5.0,3.0,2.0,4.0,Former Employee - Customer Service Representative,None,Recommends,Neutral Outlook,No opinion of CEO,None
58,"Aug 15, 2019",empReview_28655353,4.0,5.0,5.0,3.0,5.0,5.0,Current Employee - Gap Sales Associate,"Saint Louis, MO",Recommends,Positive Outlook,Approves of CEO,None
59,"Aug 14, 2019",empReview_28625533,4.0,2.0,5.0,4.0,2.0,3.0,Current Employee - Gap Sales Associate,"Omaha, NE",Recommends,Positive Outlook,No opinion of CEO,None
60,"Aug 14, 2019",empReview_28628542,4.0,3.0,5.0,4.0,5.0,2.0,Former Employee - Sales Associate,"Richmond, VA",Recommends,Positive Outlook,None,None
61,"Aug 28, 2019",empReview_28906573,3.0,3.0,5.0,2.0,3.0,3.0,Former Employee - Sales Associate,None,Recommends,Neutral Outlook,No opinion of CEO,None
62,"Aug 12, 2019",empReview_28588515,5.0,4.0,5.0,4.0,5.0,4.0,Former Employee - Seasonal Cashier,"Pembroke Pines, FL",Recommends,Positive Outlook,Approves of CEO,None
63,"Aug 11, 2019",empReview_28570964,4.0,2.0,3.0,2.0,3.0,3.0,Current Employee - Sales Associate,"Castle Rock, CO",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
64,"Aug 9, 2019",empReview_28548720,4.0,3.0,4.0,4.0,3.0,3.0,Current Employee - Retail Sales Associate,None,None,Neutral Outlook,No opinion of CEO,None
65,"Aug 20, 2019",empReview_28743381,3.0,4.0,5.0,2.0,3.0,5.0,Current Employee - Anonymous Employee,"Austin, TX",Doesn't Recommend,Neutral Outlook,No opinion of CEO,2
66,"Aug 8, 2019",empReview_28526455,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
67,"Aug 22, 2019",empReview_28792796,3.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,"Dallas, TX",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
68,"Aug 6, 2019",empReview_28478843,5.0,2.0,5.0,3.0,3.0,3.0,Former Employee - Visual Associate,None,Recommends,Neutral Outlook,No opinion of CEO,None
69,"Aug 20, 2019",empReview_28748200,3.0,3.0,3.0,2.0,1.0,2.0,Former Employee - Retail Associate,"Portland, OR",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
70,"Sep 10, 2019",empReview_29152409,1.0,2.0,1.0,1.0,2.0,1.0,Current Employee - Producer,"San Francisco, CA",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
71,"Aug 19, 2019",empReview_28714858,2.0,-1,-1,-1,-1,-1,Former Employee - Retail Sales Associate,None,Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
72,"Aug 2, 2019",empReview_28409716,5.0,3.0,5.0,3.0,4.0,5.0,Former Employee - Visual Merchandiser,"Nashville, TN",Recommends,Neutral Outlook,No opinion of CEO,None
73,"Aug 3, 2019",empReview_28421014,5.0,2.0,5.0,5.0,5.0,-1,Former Employee - Assistant General Manager,None,None,None,None,None
74,"Aug 15, 2019",empReview_28659342,2.0,1.0,1.0,4.0,2.0,1.0,Current Employee - Assistant Store Manager,"Madison, WI",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
75,"Aug 14, 2019",empReview_28636299,3.0,-1,-1,-1,-1,-1,Current Employee - Gap Outlet Sales Associate,None,None,None,None,None
76,"Jul 29, 2019",empReview_28322039,5.0,5.0,5.0,5.0,3.0,5.0,Current Employee - Specialist,"Phoenix, AZ",Recommends,Positive Outlook,Approves of CEO,None
77,"Jul 30, 2019",empReview_28330459,4.0,4.0,4.0,3.0,3.0,3.0,Current Employee - IT Administrator,"San Francisco, CA",Recommends,Positive Outlook,No opinion of CEO,None
78,"Aug 12, 2019",empReview_28585336,3.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Sales Associate,"New York, NY",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
79,"Aug 9, 2019",empReview_28547862,3.0,3.0,4.0,2.0,2.0,3.0,Former Employee - Associate,None,None,None,Approves of CEO,None
80,"Jul 26, 2019",empReview_28264744,5.0,4.0,5.0,5.0,4.0,5.0,Current Employee - Assistant Manager,"Columbus, OH",Recommends,Positive Outlook,Approves of CEO,None
81,"Jul 24, 2019",empReview_28226529,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Software Engineer,"San Francisco, CA",Recommends,Positive Outlook,No opinion of CEO,None
82,"Jul 23, 2019",empReview_28197398,4.0,3.0,4.0,3.0,3.0,3.0,Former Employee - Sales Associate,"Detroit, MI",Recommends,Positive Outlook,Approves of CEO,None
83,"Jul 22, 2019",empReview_28171471,5.0,1.0,5.0,5.0,5.0,5.0,Former Employee - General Manager,"Selinsgrove, PA",Recommends,Negative Outlook,None,None
84,"Jul 22, 2019",empReview_28174078,5.0,5.0,5.0,4.0,4.0,5.0,Former Employee - Sales Associate,"Tulsa, OK",Recommends,Positive Outlook,No opinion of CEO,None
85,"Aug 5, 2019",empReview_28455246,2.0,2.0,3.0,1.0,3.0,1.0,Former Employee - Sales Associate,"New York, NY",Doesn't Recommend,None,None,None
86,"Aug 4, 2019",empReview_28433149,2.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
87,"Aug 2, 2019",empReview_28406879,2.0,1.0,3.0,2.0,2.0,1.0,Former Employee - Sales Associate,"Woodbridge, VA",Doesn't Recommend,Negative Outlook,Approves of CEO,1
88,"Aug 1, 2019",empReview_28393383,3.0,5.0,4.0,3.0,2.0,4.0,Former Employee - Sales Associate,None,None,None,None,None
89,"Aug 2, 2019",empReview_28405343,3.0,2.0,2.0,3.0,1.0,3.0,Former Employee - General Manager,"Denver, CO",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
90,"Jul 31, 2019",empReview_28365523,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
91,"Aug 1, 2019",empReview_28380481,3.0,3.0,1.0,3.0,3.0,3.0,Former Employee - Visual Specialist,None,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,None
92,"Jul 31, 2019",empReview_28358507,3.0,3.0,3.0,2.0,3.0,2.0,Current Employee - Operations Supervisor,"Phoenix, AZ",Recommends,Neutral Outlook,No opinion of CEO,None
93,"Jul 31, 2019",empReview_28365429,3.0,4.0,4.0,3.0,3.0,3.0,Former Employee - Loss Prevention Supervisor,None,Recommends,Neutral Outlook,None,None
94,"Jul 28, 2019",empReview_28297158,2.0,2.0,3.0,3.0,3.0,2.0,Former Employee - Sales Associate,"Huntington Beach, CA",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
95,"Jul 25, 2019",empReview_28250601,3.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,None,None,None,None,None
96,"Jul 19, 2019",empReview_28130770,3.0,1.0,3.0,1.0,1.0,1.0,Former Employee - Supervisor,"Buffalo, NY",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
97,"Jul 20, 2019",empReview_28134646,2.0,2.0,2.0,2.0,1.0,1.0,Current Employee - Anonymous Employee,None,Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
98,"Jul 3, 2019",empReview_27786043,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,"Houston, TX",Recommends,Negative Outlook,No opinion of CEO,None
99,"Jul 1, 2019",empReview_27740396,4.0,-1,-1,-1,-1,-1,Current Employee - Accountant,None,None,None,None,None
100,"Jul 13, 2019",empReview_27979272,2.0,3.0,1.0,1.0,3.0,1.0,Current Employee - Manager,None,Doesn't Recommend,Negative Outlook,Disapproves of CEO,2
101,"Jul 16, 2019",empReview_28041028,2.0,2.0,3.0,3.0,4.0,1.0,Current Employee - Merchandise Planner,"New York, NY",Doesn't Recommend,None,No opinion of CEO,None
102,"Jun 25, 2019",empReview_27587603,5.0,5.0,5.0,4.0,4.0,3.0,"Current Employee - Senior Director, Strategy","New York, NY",Recommends,None,No opinion of CEO,None
103,"Jun 25, 2019",empReview_27588377,5.0,3.0,5.0,5.0,5.0,3.0,Current Employee - Director,"San Francisco, CA",Recommends,Negative Outlook,Disapproves of CEO,None
104,"Jun 25, 2019",empReview_27596891,5.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
105,"Jul 10, 2019",empReview_27917136,2.0,2.0,1.0,1.0,3.0,1.0,Former Employee - Sales Associate,"San Francisco, CA",None,None,None,None
106,"Jul 8, 2019",empReview_27869452,2.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,"Tucson, AZ",Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
107,"Jun 23, 2019",empReview_27562061,4.0,4.0,5.0,3.0,3.0,5.0,Current Employee - Sales Associate,"Waco, TX",Recommends,Positive Outlook,Approves of CEO,None
108,"Jun 21, 2019",empReview_27540926,4.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Sales Associate,"New York, NY",Recommends,Positive Outlook,Approves of CEO,None
109,"Jul 4, 2019",empReview_27805839,3.0,2.0,3.0,4.0,4.0,2.0,Former Employee - Anonymous Employee,None,Doesn't Recommend,Negative Outlook,No opinion of CEO,None
110,"Jul 26, 2019",empReview_28268252,1.0,2.0,2.0,1.0,1.0,1.0,Former Employee - Assistant Manager,None,Doesn't Recommend,Negative Outlook,No opinion of CEO,None
111,"Jun 20, 2019",empReview_27518161,4.0,3.0,3.0,2.0,4.0,3.0,Former Employee - Warehouse Associate,"Gallatin, TN",Recommends,Positive Outlook,Approves of CEO,None
112,"Jul 3, 2019",empReview_27787604,2.0,1.0,1.0,1.0,2.0,1.0,Current Employee - Assistant Manager,"New York, NY",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
113,"Jul 1, 2019",empReview_27736311,3.0,-1,-1,-1,-1,-1,Current Employee - Retail Sales Associate,None,None,None,None,None
114,"Jul 19, 2019",empReview_28131848,1.0,2.0,1.0,2.0,2.0,1.0,Former Employee - Order Picker,"Gallatin, TN",Doesn't Recommend,Negative Outlook,Disapproves of CEO,1
115,"Jun 27, 2019",empReview_27651569,3.0,3.0,3.0,2.0,4.0,3.0,Former Employee - Sales Assocaiate,None,Recommends,Negative Outlook,No opinion of CEO,None
116,"Jun 11, 2019",empReview_27191338,4.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Sales Associate,"Carlsbad, CA",Recommends,Positive Outlook,Approves of CEO,None
117,"Jun 24, 2019",empReview_27582016,3.0,3.0,1.0,2.0,2.0,1.0,Former Employee - Sales Associate,"Allen Park, MI",Doesn't Recommend,None,None,None
118,"Jun 6, 2019",empReview_26522015,5.0,1.0,5.0,5.0,5.0,5.0,Current Employee - Manager,"Dallas, TX",Recommends,Positive Outlook,Approves of CEO,None
119,"Jun 6, 2019",empReview_26521064,4.0,2.0,2.0,3.0,4.0,3.0,Current Employee - Assistant Manager,None,Recommends,Negative Outlook,Disapproves of CEO,None
120,"Jun 6, 2019",empReview_26505437,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Sales,"New York, NY",None,None,None,None
121,"Jun 6, 2019",empReview_26511946,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,"Leesburg, VA",Recommends,Positive Outlook,No opinion of CEO,None
122,"Jul 10, 2019",empReview_27924637,1.0,3.0,1.0,1.0,1.0,1.0,Former Employee - Sales Associate,None,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,None
123,"Jun 3, 2019",empReview_26455476,4.0,3.0,5.0,4.0,2.0,3.0,Former Employee - Anonymous Employee,None,Recommends,Positive Outlook,Approves of CEO,None
124,"Jun 3, 2019",empReview_26449454,5.0,-1,-1,-1,-1,-1,Current Employee - Merchandising Assistant,None,None,None,None,None
125,"Jun 16, 2019",empReview_27433311,2.0,1.0,2.0,2.0,2.0,1.0,Former Employee - District Sales Manager,None,Doesn't Recommend,Negative Outlook,Disapproves of CEO,1
126,"Jun 16, 2019",empReview_27435057,2.0,1.0,1.0,1.0,2.0,2.0,Current Employee - Sales Associate,"Tinton Falls, NJ",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
127,"Jun 17, 2019",empReview_27449987,2.0,3.0,1.0,1.0,1.0,1.0,Former Employee - Sales Associate,"Livermore, CA",Doesn't Recommend,Negative Outlook,No opinion of CEO,None
128,"May 22, 2019",empReview_26278421,4.0,-1,-1,-1,-1,-1,,None,None,None,None,3
129,"May 31, 2019",empReview_26418844,4.0,4.0,5.0,5.0,4.0,4.0,Current Employee - Buying,"San Francisco, CA",Recommends,Positive Outlook,Approves of CEO,None
130,"May 29, 2019",empReview_26367686,4.0,-1,-1,-1,-1,-1,Current Employee - Administrative Assistant,None,None,None,None,None
131,"May 29, 2019",empReview_26373470,4.0,3.0,3.0,4.0,4.0,3.0,Former Employee - Visual Merchandising Manager,"Missoula, MT",Recommends,Positive Outlook,No opinion of CEO,None
132,"May 23, 2019",empReview_26279761,5.0,-1,-1,-1,-1,-1,Current Employee - Anonymous Employee,None,None,None,None,None
133,"May 21, 2019",empReview_26256547,4.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate/Cashier,None,None,None,None,None
134,"Jun 25, 2019",empReview_27592317,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Anonymous Employee,None,Doesn't Recommend,Negative Outlook,No opinion of CEO,None
135,"Jun 2, 2019",empReview_26438508,3.0,5.0,2.0,2.0,4.0,5.0,Current Employee - Sales Associate,"Detroit, MI",Recommends,Negative Outlook,Disapproves of CEO,None
136,"Jun 1, 2019",empReview_26424088,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
137,"May 28, 2019",empReview_26360904,3.0,-1,-1,-1,-1,-1,Former Employee - Retail Sales Associate,None,None,None,None,None
138,"May 7, 2019",empReview_26030470,4.0,4.0,-1,4.0,3.0,-1,Former Employee - Retail Sales Associate,None,None,None,None,None
139,"May 21, 2019",empReview_26254691,3.0,-1,-1,-1,-1,-1,Former Employee - Assistant Manager,"New York, NY",None,None,None,None
140,"Jun 9, 2019",empReview_26556597,1.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Sales Associate,"Milpitas, CA",None,None,None,1
141,"May 20, 2019",empReview_26232932,2.0,4.0,2.0,1.0,1.0,2.0,Former Employee - Retail Associate,None,Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
142,"May 3, 2019",empReview_25977650,4.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Anonymous Employee,None,None,None,None,None
143,"May 2, 2019",empReview_25961925,4.0,3.0,4.0,1.0,2.0,3.0,Former Employee - Sales Associate,"San Jose, CA",None,None,None,None
144,"May 16, 2019",empReview_26181978,3.0,1.0,4.0,3.0,3.0,3.0,Former Employee - Lead,None,None,None,Approves of CEO,None
145,"May 14, 2019",empReview_26142382,3.0,3.0,3.0,4.0,1.0,3.0,Former Employee - Sales Associate,"Seattle, WA",Recommends,Neutral Outlook,No opinion of CEO,None
146,"Apr 26, 2019",empReview_25865751,5.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
147,"May 11, 2019",empReview_26093566,2.0,3.0,2.0,2.0,2.0,3.0,Former Employee - Assistant Manager,None,Doesn't Recommend,Negative Outlook,No opinion of CEO,None
148,"May 30, 2019",empReview_26403696,1.0,1.0,1.0,5.0,2.0,1.0,Current Employee - General Manager,"Destin, FL",Doesn't Recommend,Negative Outlook,Disapproves of CEO,None
149,"May 9, 2019",empReview_26067376,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,None
150,"May 6, 2019",empReview_26014828,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Sales Associate,None,Recommends,Positive Outlook,Approves of CEO,None
151,"Apr 30, 2019",empReview_25924517,3.0,4.0,4.0,2.0,3.0,2.0,Former Employee - Retail Sales Associate,"Orange, CA",Recommends,Positive Outlook,No opinion of CEO,None
152,"Apr 26, 2019",empReview_25867351,3.0,5.0,5.0,3.0,1.0,3.0,"Current Employee - Senior Manager, Real Estate","San Francisco, CA",Doesn't Recommend,Neutral Outlook,Disapproves of CEO,1
153,"Apr 13, 2019",empReview_25660050,4.0,5.0,4.0,3.0,4.0,3.0,Current Employee - Sales Associaate,None,Doesn't Recommend,Neutral Outlook,No opinion of CEO,None
154,"Apr 26, 2019",empReview_25857639,3.0,-1,-1,-1,-1,-1,,None,None,None,None,None
155,"Apr 9, 2019",empReview_25594745,5.0,5.0,5.0,4.0,5.0,5.0,Former Employee - Visual Stylist,"New York, NY",Doesn't Recommend,Positive Outlook,No opinion of CEO,None
156,"Apr 8, 2019",empReview_25575619,4.0,5.0,5.0,3.0,3.0,5.0,Current Employee - Retail Sales Associate,None,None,None,None,None
157,"Apr 8, 2019",empReview_25577468,4.0,-1,-1,-1,-1,-1,Current Employee - Retail Sales Associate,None,None,None,None,None
158,"Apr 20, 2019",empReview_25770596,3.0,4.0,3.0,5.0,3.0,2.0,Current Employee - Sales Associate,"Leawood, KS",Recommends,Positive Outlook,Approves of CEO,None
159,"Apr 5, 2019",empReview_25538594,5.0,5.0,5.0,3.0,5.0,5.0,Former Employee - Freight Specialist,"Erlanger, KY",Recommends,Positive Outlook,Approves of CEO,None
160,"Apr 5, 2019",empReview_25525445,4.0,5.0,5.0,2.0,1.0,5.0,Current Employee - Sales Associate,"Waipahu, HI",Recommends,Positive Outlook,No opinion of CEO,None
161,"Apr 1, 2019",empReview_25444098,5.0,-1,-1,-1,-1,-1,Former Employee - Sales Assistant,"New York, NY",Recommends,None,None,None
162,"Apr 1, 2019",empReview_25445802,4.0,4.0,4.0,4.0,3.0,4.0,Current Employee - Customer Service Specialist,"Minneapolis, MN",Recommends,Neutral Outlook,Approves of CEO,None
163,"Mar 20, 2019",empReview_25257856,5.0,5.0,5.0,-1,5.0,-1,Current Employee - Sales Associate,None,Recommends,Positive Outlook,Approves of CEO,3
164,"Mar 27, 2019",empReview_25377692,4.0,3.0,3.0,5.0,5.0,1.0,Former Employee - Senior Director,"New York, NY",Doesn't Recommend,Negative Outlook,Disapproves of CEO,1
165,"Mar 27, 2019",empReview_25385769,5.0,5.0,5.0,4.0,3.0,5.0,Current Employee - Specialist,"Pittsburgh, PA",Recommends,Neutral Outlook,No opinion of CEO,None
166,"Apr 9, 2019",empReview_25599139,3.0,3.0,4.0,3.0,4.0,3.0,Current Employee - General Manager,None,Recommends,Neutral Outlook,Approves of CEO,None
167,"Apr 9, 2019",empReview_25600652,3.0,3.0,4.0,3.0,3.0,4.0,Former Employee - Anonymous Employee,None,Recommends,Neutral Outlook,No opinion of CEO,None
168,"Apr 10, 2019",empReview_25617174,3.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,"Escondido, CA",None,None,None,None
169,"Mar 25, 2019",empReview_25340912,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Sale Associate,None,None,None,None,None
