,date,reviewNo,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,employeeType,location,recommend,outlook,ceo,helpful
78,"Oct 11, 2019",empReview_29756883,5.0,5.0,5.0,4.0,4.0,3.0,Current Employee - Corporate Employee,"Atlanta, GA",5,5,5,None
79,"Oct 11, 2019",empReview_29758117,5.0,5.0,5.0,4.0,3.0,4.0,Former Employee - Hardware Department Manager,"Rochester, MI",5,5,5,None
80,"Oct 11, 2019",empReview_29763111,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Customer Service Associate,"Roswell, GA",5,5,5,None
81,"Oct 26, 2019",empReview_30034567,2.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Anonymous Employee,"Jacksonville, FL",0,0,0,None
82,"Oct 25, 2019",empReview_30021569,3.0,4.0,4.0,1.0,2.0,3.0,Former Employee - Anonymous Employee,None,5,2.5,5,None
83,"Oct 11, 2019",empReview_29755150,5.0,3.0,5.0,4.0,3.0,3.0,Current Employee - Retail Sales Associate,"Provo, UT",5,2.5,2.5,None
84,"Oct 10, 2019",empReview_29738106,4.0,5.0,5.0,3.0,3.0,4.0,Former Employee - Cashier,None,None,None,None,None
85,"Oct 10, 2019",empReview_29739362,4.0,4.0,4.0,3.0,3.0,4.0,Current Employee - Order Fulfillment Associate,"San Luis Obispo, CA",5,2.5,2.5,None
86,"Oct 24, 2019",empReview_30003859,3.0,3.0,2.0,3.0,2.0,2.0,Former Employee - Receiving Associate,"Atlanta, GA",0,5,0,None
87,"Oct 24, 2019",empReview_30010222,3.0,3.0,2.0,2.0,3.0,3.0,Former Employee - Anonymous Employee,"Torrance, CA",None,None,None,None
88,"Oct 9, 2019",empReview_29716230,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - ICS,"Fayetteville, NC",5,5,5,None
89,"Oct 10, 2019",empReview_29729125,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Sales Associate,None,None,None,None,None
90,"Oct 24, 2019",empReview_30010195,2.0,3.0,2.0,2.0,3.0,3.0,Current Employee - Anonymous Employee,"San Jose, CA",None,None,None,None
91,"Oct 9, 2019",empReview_29707900,5.0,3.0,5.0,5.0,4.0,5.0,Current Employee - Bookkeeper,None,5,5,5,None
92,"Oct 7, 2019",empReview_29670972,5.0,4.0,4.0,4.0,4.0,4.0,Former Employee - Senior Software Engineer,"Smyrna, GA",None,None,None,None
93,"Oct 7, 2019",empReview_29671900,4.0,2.0,5.0,3.0,3.0,4.0,Former Employee - Sales Specialist Flooring,None,5,5,5,None
94,"Oct 21, 2019",empReview_29935961,3.0,3.0,4.0,-1,-1,-1,Current Employee - Freight Team Associate,None,None,None,None,None
95,"Oct 21, 2019",empReview_29944795,3.0,-1,-1,-1,-1,-1,Current Employee - Head Cashier,None,None,None,None,None
96,"Oct 4, 2019",empReview_29622025,4.0,4.0,4.0,3.0,4.0,4.0,Former Employee - Financial Analyst,"Atlanta, GA",5,2.5,5,1
97,"Oct 6, 2019",empReview_29652480,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Loader,"La Mirada, CA",5,5,5,None
98,"Oct 7, 2019",empReview_29657553,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Customer Service Specialist,"Gulfport, MS",5,5,5,None
99,"Oct 7, 2019",empReview_29659702,4.0,3.0,5.0,4.0,3.0,4.0,Former Employee - Garden Associate,"Ballwin, MO",5,2.5,5,None
100,"Oct 20, 2019",empReview_29919460,3.0,5.0,4.0,3.0,2.0,4.0,Current Employee - Sales Associate,None,5,5,5,None
101,"Oct 3, 2019",empReview_29611133,4.0,-1,-1,-1,-1,-1,Current Employee - Cashier,None,None,None,None,1
102,"Oct 21, 2019",empReview_29927794,2.0,4.0,2.0,1.0,1.0,2.0,Former Employee - Lot Technician,None,0,2.5,2.5,None
103,"Oct 5, 2019",empReview_29637476,4.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Order Picker,"Upper Marlboro, MD",5,5,5,None
104,"Oct 5, 2019",empReview_29638788,4.0,2.0,4.0,2.0,4.0,3.0,Current Employee - Millwork Sales Specialist,"Georgetown, TX",5,2.5,2.5,None
105,"Oct 5, 2019",empReview_29639644,4.0,4.0,4.0,3.0,3.0,4.0,Former Employee - Business Analyst,None,5,5,5,None
106,"Oct 2, 2019",empReview_29578438,4.0,-1,-1,-1,-1,-1,Current Employee - Order Puller,None,None,None,None,1
107,"Oct 2, 2019",empReview_29582324,4.0,4.0,5.0,2.0,1.0,4.0,Former Employee - Order Fulfillment Associate,"North Hampton, NH",5,5,2.5,1
108,"Oct 4, 2019",empReview_29621857,5.0,-1,-1,-1,-1,-1,Current Employee - Analyst,None,None,None,None,None
109,"Oct 4, 2019",empReview_29623836,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Customer Service Associate,"Downey, CA",5,5,5,None
110,"Oct 4, 2019",empReview_29626768,4.0,5.0,5.0,5.0,3.0,4.0,Current Employee - Senior Software Engineer,"Atlanta, GA",5,5,5,None
111,"Oct 19, 2019",empReview_29902761,2.0,1.0,2.0,2.0,2.0,2.0,Current Employee - Head Cashier,"Flower Mound, TX",0,0,0,None
112,"Sep 29, 2019",empReview_29518812,5.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate,None,None,None,None,1
113,"Sep 29, 2019",empReview_29520261,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Kitchen Designer,"Philadelphia, PA",5,5,5,1
114,"Oct 3, 2019",empReview_29611609,4.0,-1,-1,-1,-1,-1,Current Employee - Customer Service Representative,None,None,None,None,None
115,"Oct 15, 2019",empReview_29821958,3.0,3.0,3.0,3.0,3.0,2.0,Current Employee - Sales Associate,"Buford, GA",5,5,5,1
116,"Oct 15, 2019",empReview_29825643,3.0,3.0,3.0,1.0,3.0,1.0,Former Employee - Order Fulfillment,"New York, NY",0,0,0,1
117,"Oct 15, 2019",empReview_29829491,3.0,4.0,4.0,4.0,3.0,3.0,Former Employee - Cashier,"Naples, FL",5,5,2.5,1
118,"Oct 16, 2019",empReview_29835348,3.0,3.0,4.0,3.0,3.0,3.0,Current Employee - Customer Service Associate,None,None,None,None,1
119,"Oct 17, 2019",empReview_29878974,3.0,2.0,3.0,1.0,2.0,4.0,Current Employee - Sales Associate/Cashier,"New York, NY",0,5,2.5,None
120,"Oct 18, 2019",empReview_29885385,3.0,-1,-1,-1,-1,-1,Current Employee - Talent Acquisition,None,None,None,None,None
121,"Oct 18, 2019",empReview_29887429,3.0,2.0,3.0,3.0,3.0,4.0,Current Employee - Sales Associate/Cashier,"Buffalo, NY",None,None,None,None
122,"Sep 30, 2019",empReview_29540944,4.0,4.0,3.0,4.0,5.0,4.0,Former Employee - Cashier,"San Pedro, CA",None,None,None,1
123,"Oct 2, 2019",empReview_29580881,5.0,5.0,5.0,5.0,2.0,5.0,Current Employee - Fulfillment Associate,"Rockland, MA",5,2.5,2.5,None
124,"Oct 16, 2019",empReview_29848036,2.0,2.0,2.0,2.0,1.0,3.0,Former Employee - Sales Associate,"Louisville, KY",0,2.5,2.5,1
125,"Oct 16, 2019",empReview_29848191,2.0,1.0,3.0,3.0,3.0,1.0,Former Employee - Department Manager,"Austin, TX",0,5,2.5,1
126,"Oct 15, 2019",empReview_29819458,3.0,2.0,3.0,3.0,2.0,3.0,Former Employee - Customer Order Specialist,"Jersey City, NJ",None,None,None,1
127,"Oct 16, 2019",empReview_29848881,3.0,3.0,3.0,2.0,3.0,3.0,Current Employee - Head Cashier,"Cerritos, CA",5,2.5,2.5,None
128,"Oct 16, 2019",empReview_29858098,3.0,-1,-1,-1,-1,-1,Former Employee - Customer Service Representative,None,None,None,None,None
129,"Oct 15, 2019",empReview_29831263,2.0,2.0,1.0,3.0,3.0,1.0,Current Employee - Lumber Recovery Associate,"Richmond, VA",0,2.5,2.5,1
130,"Oct 15, 2019",empReview_29826617,3.0,4.0,4.0,3.0,2.0,2.0,Former Employee - Cashier,"Plano, TX",5,2.5,2.5,None
131,"Oct 15, 2019",empReview_29829116,3.0,3.0,3.0,2.0,4.0,2.0,Current Employee - Head Cashier,None,5,5,5,None
132,"Oct 15, 2019",empReview_29830346,3.0,-1,-1,-1,-1,-1,Former Employee - Warehouse Associate,None,None,None,None,None
133,"Sep 30, 2019",empReview_29538113,5.0,3.0,3.0,3.0,3.0,3.0,Current Employee - Garden Sales Associate,"Niles, IL",None,None,None,None
134,"Sep 30, 2019",empReview_29543820,5.0,4.0,-1,5.0,4.0,-1,Current Employee - Customer Service,None,None,None,None,None
135,"Oct 1, 2019",empReview_29553279,5.0,5.0,5.0,5.0,5.0,4.0,Current Employee - Cashier,"Houston, TX",5,5,2.5,None
136,"Oct 16, 2019",empReview_29843272,2.0,2.0,1.0,3.0,4.0,1.0,Former Employee - Pro Account Sales Associate,"Riverdale, GA",0,0,0,None
137,"Sep 30, 2019",empReview_29535020,4.0,3.0,5.0,4.0,3.0,5.0,Former Employee - Cashier,None,5,5,2.5,None
138,"Oct 14, 2019",empReview_29799917,2.0,5.0,-1,4.0,5.0,-1,Former Employee - Cashier,None,0,5,2.5,None
139,"Oct 11, 2019",empReview_29759769,3.0,-1,-1,-1,-1,-1,Current Employee - Sales Associate,None,None,None,None,1
140,"Oct 12, 2019",empReview_29765663,3.0,3.0,3.0,5.0,2.0,3.0,Current Employee - Front End Cashier,"Phoenix, AZ",5,2.5,2.5,1
141,"Sep 26, 2019",empReview_29475282,4.0,-1,-1,-1,-1,-1,Former Employee - Sales Associate/Cashier,"Baldwin Park, CA",None,None,None,1
142,"Sep 28, 2019",empReview_29501661,5.0,4.0,4.0,5.0,5.0,4.0,,None,5,5,2.5,None
143,"Oct 13, 2019",empReview_29778618,2.0,4.0,1.0,2.0,2.0,1.0,Current Employee - Sales Associate,None,0,0,2.5,None
144,"Oct 13, 2019",empReview_29779445,2.0,-1,-1,-1,-1,-1,Current Employee - GWA,None,None,None,None,None
145,"Sep 23, 2019",empReview_29406629,5.0,-1,-1,-1,-1,-1,Current Employee - Cashier,None,None,None,None,1
146,"Oct 9, 2019",empReview_29713575,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Kitchen Designer,None,None,None,2.5,1
147,"Sep 26, 2019",empReview_29469925,5.0,-1,-1,-1,-1,-1,Former Employee - Cashier,"Covina, CA",None,None,None,None
148,"Sep 26, 2019",empReview_29474048,5.0,5.0,3.0,4.0,3.0,2.0,Current Employee - Home Depot Cashier,"Bettendorf, IA",5,5,5,None
149,"Sep 27, 2019",empReview_29488841,5.0,-1,-1,-1,-1,-1,Current Employee - Manager,None,None,None,None,None
150,"Oct 12, 2019",empReview_29764376,2.0,4.0,4.0,3.0,3.0,2.0,Former Employee - Lumber Sales Associate,"Cincinnati, OH",5,2.5,5,None
151,"Sep 26, 2019",empReview_29474946,4.0,3.0,4.0,4.0,4.0,2.0,Former Employee - Contact Center Manager,"Tempe, AZ",None,5,None,None
152,"Oct 10, 2019",empReview_29740097,3.0,3.0,3.0,4.0,3.0,3.0,Current Employee - Sales Associate,"Atlanta, GA",5,2.5,2.5,None
153,"Oct 11, 2019",empReview_29753780,3.0,5.0,4.0,2.0,2.0,3.0,Current Employee - Sales Associate - Seasonal Lawn and Garden,None,5,5,2.5,None
154,"Sep 25, 2019",empReview_29445622,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Service Desk Associate,None,5,2.5,2.5,None
155,"Sep 25, 2019",empReview_29453627,5.0,2.0,5.0,4.0,4.0,4.0,Current Employee - Customer Service Representative,"Marietta, GA",5,5,2.5,None
156,"Sep 25, 2019",empReview_29456711,5.0,5.0,5.0,5.0,5.0,3.0,Current Employee - Sales Associate,None,5,5,5,None
157,"Oct 31, 2019",empReview_30133595,1.0,5.0,2.0,1.0,1.0,1.0,Current Employee - Merchandiser,"Chicago, IL",0,0,0,None
158,"Oct 9, 2019",empReview_29712547,2.0,3.0,2.0,3.0,1.0,3.0,Former Employee - Warehouse Worker,"Van Buren, OH",0,0,2.5,None
159,"Oct 10, 2019",empReview_29730883,2.0,2.0,3.0,2.0,2.0,2.0,Current Employee - Customer Service Representative,"Schaumburg, IL",0,5,0,None
160,"Sep 25, 2019",empReview_29434355,4.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Merchandiser,"Hilo, HI",5,5,5,None
161,"Sep 25, 2019",empReview_29439735,4.0,-1,-1,-1,-1,-1,Current Employee - Cashier,None,5,5,2.5,None
162,"Oct 8, 2019",empReview_29695789,3.0,3.0,2.0,4.0,4.0,1.0,Current Employee - Kitchen Designer,"Lawton, OK",5,5,5,None
163,"Oct 9, 2019",empReview_29701950,3.0,3.0,3.0,3.0,2.0,1.0,Current Employee - Customer Service Representative,None,0,2.5,5,None
164,"Sep 22, 2019",empReview_29373915,4.0,2.0,5.0,3.0,2.0,3.0,Former Employee - Sales Associate,"Salem, OR",5,5,0,1
165,"Sep 23, 2019",empReview_29405254,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Sales Associate,"Atlanta, GA",5,5,5,None
166,"Oct 30, 2019",empReview_30097436,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Pro Account Sales Associate,"Houston, TX",0,2.5,2.5,None
167,"Oct 8, 2019",empReview_29681003,3.0,3.0,4.0,4.0,2.0,3.0,Former Employee - Deprtment Supervisor,"New York, NY",5,2.5,2.5,None
168,"Oct 8, 2019",empReview_29684074,3.0,1.0,1.0,3.0,2.0,2.0,Former Employee - Sales Specialist Kitchen Designer,"Brevard, NC",0,2.5,2.5,None
169,"Sep 22, 2019",empReview_29381171,5.0,5.0,5.0,3.0,5.0,5.0,Current Employee - Sales Associate,"Covina, CA",5,5,2.5,None
170,"Oct 29, 2019",empReview_30077684,1.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Anonymous Employee,"Abilene, TX",0,0,2.5,None
171,"Oct 7, 2019",empReview_29666738,2.0,-1,-1,-1,-1,-1,Former Employee - Product Support Manager,None,None,None,None,None
172,"Oct 7, 2019",empReview_29669963,2.0,2.0,3.0,2.0,1.0,2.0,Former Employee - Flooring Sp,"Madison Heights, MI",0,None,None,None
173,"Oct 7, 2019",empReview_29670982,2.0,-1,-1,-1,-1,-1,Former Employee - Customer Service Representative,None,0,2.5,2.5,None
174,"Sep 22, 2019",empReview_29379126,4.0,-1,-1,-1,-1,-1,Former Employee - Cashier,"Pembroke Pines, FL",None,None,None,None
175,"Sep 22, 2019",empReview_29380364,4.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Sales Associate,None,None,2.5,2.5,None
176,"Sep 22, 2019",empReview_29383095,4.0,-1,-1,-1,-1,-1,Former Employee - Anonymous Employee,None,None,None,None,None
177,"Sep 22, 2019",empReview_29384101,4.0,2.0,5.0,4.0,3.0,1.0,Former Employee - Delivery Coordinator,"Roseville, CA",5,5,5,None
178,"Sep 16, 2019",empReview_29258546,4.0,4.0,4.0,3.0,4.0,4.0,Current Employee - Pro Account Sales Associate,None,5,5,2.5,2
179,"Sep 17, 2019",empReview_29291765,5.0,-1,-1,-1,-1,-1,Current Employee - Freight Team Associate,"Corpus Christi, TX",None,None,None,1
180,"Sep 18, 2019",empReview_29313394,4.0,2.0,4.0,4.0,3.0,3.0,Current Employee - Department Supervisor,None,5,0,2.5,1
181,"Oct 26, 2019",empReview_30034207,1.0,3.0,2.0,2.0,2.0,1.0,Former Employee - Anonymous Employee,"Fort Lauderdale, FL",0,5,0,None
182,"Sep 20, 2019",empReview_29355383,4.0,4.0,3.0,3.0,3.0,3.0,Former Employee - Cashier,"Belton, MO",5,5,2.5,None
183,"Sep 20, 2019",empReview_29358616,4.0,-1,-1,-1,-1,-1,Current Employee - Paint,None,None,None,None,None
184,"Oct 4, 2019",empReview_29622552,3.0,-1,-1,-1,-1,-1,Current Employee - Freight Team Associate,None,None,None,None,None
185,"Oct 4, 2019",empReview_29626737,3.0,4.0,4.0,4.0,3.0,1.0,Former Employee - Customer Service Representative,"Vallejo, CA",0,None,None,None
186,"Sep 19, 2019",empReview_29331305,5.0,5.0,5.0,5.0,3.0,3.0,Former Employee - Plumbing Sales Associate,"Baldwin Park, CA",5,2.5,2.5,None
187,"Sep 19, 2019",empReview_29335415,5.0,-1,-1,-1,-1,-1,Current Employee - Order Fulfillment Associate,None,None,None,None,None
